ilkid,firstname,lastname,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
SOVRAGI01,Gino,Sovran,N,6,0,11,0,0,0,1,0,0,0,5,15,5,2,1,0,0
SOWPA01,Pape,Sow,N,27,255,62,18,39,57,2,12,4,10,46,58,23,27,16,0,0
SPAINKE01,Ken,Spain,A,11,112,24,0,0,40,2,0,0,0,17,22,8,17,8,0,0
SPANAJI01,Jim,Spanarkel,N,259,5290,2505,300,352,652,572,248,38,399,495,1796,844,941,805,48,12
SPARKDA01,Dan,Sparks,A,67,1190,438,0,0,303,45,0,0,70,178,414,160,171,118,0,0
SPARRGU01,Guy,Sparrow,N,150,2583,1167,0,0,728,142,0,0,0,410,1289,461,403,245,0,0
SPARRRO01,Rory,Sparrow,N,836,22550,7557,441,1314,1755,4192,828,103,1534,1915,7008,3264,1164,928,389,101
SPEAROD01,Odie,Spears,N,479,8104,4161,0,0,1409,917,0,0,0,1580,4066,1488,1554,1185,0,0
SPECTAR01,Art,Spector,N,169,0,852,0,0,0,143,0,0,0,351,1149,322,362,208,0,0
SPENCAN01,Andre,Spencer,N,48,771,346,68,86,154,46,36,17,47,107,281,125,131,96,2,0
SPENCEL01,Elmore,Spencer,N,157,2641,923,127,428,555,109,53,170,249,336,754,389,250,145,4,0
SPENCFE01,Felton,Spencer,N,640,12302,3354,1309,2127,3436,213,248,534,667,2116,2466,1194,1469,966,1,0
SPICELO01,Lou,Spicer,N,4,0,1,0,0,0,0,0,0,0,3,7,0,2,1,0,0
SPITZCR01,Craig,Spitzer,N,10,44,18,0,0,24,0,0,0,0,4,21,8,3,2,0,0
SPOELAR01,Art,Spoelstra,N,278,5248,2012,0,0,1273,266,0,0,0,811,1953,763,701,486,0,0
SPRAGBR01,Bruce,Spraggins,A,70,1590,852,0,0,329,66,0,0,81,173,686,306,336,238,5,2
SPREWLA01,Latrell,Sprewell,N,913,35273,16712,727,2997,3724,3664,1294,398,2452,1690,14294,6076,4298,3456,3272,1104
SPRIGLA01,Larry,Spriggs,N,169,2202,873,125,259,384,218,80,28,209,338,659,341,254,191,6,0
SPRINJI01,Jim,Springer,N,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SPRUIJI01,Jim,Spruill,N,1,0,2,0,0,0,0,0,0,0,3,3,1,0,0,0,0
STACKJE01,Jerry,Stackhouse,N,664,23784,13570,731,1725,2456,2614,711,388,2203,1446,10739,4400,4946,4032,2446,738
STACKRY01,Ryan,Stack,N,43,397,99,34,45,79,10,6,22,26,78,88,31,47,37,1,0
STACOKE01,Kevin,Stacom,N,347,4539,1781,190,321,511,524,111,15,158,360,1844,769,315,242,2,1
STAGGER01,Erv,Staggs,A,53,1058,453,0,0,122,76,0,0,0,155,474,189,114,73,7,2
STALLDA01,Dave,Stallworth,N,522,10494,4860,58,87,2453,872,31,7,0,1259,4296,1883,1495,1094,0,0
STALLIS01,Isaac,Stallworth,N,313,5489,2403,190,446,861,213,129,51,0,686,2466,1021,526,361,0,0
STANCED01,Ed,Stanczak,N,74,0,578,0,0,34,73,0,0,0,172,504,170,313,238,0,0
STANSTE01,Terence,Stansbury,N,192,2984,1200,76,201,277,390,119,20,248,483,1055,468,308,240,107,24
STARKJO01,John,Starks,N,866,23515,10829,409,1719,2128,3085,951,106,1533,2293,9589,3953,2211,1701,3590,1222
STARRKE01,Keith,Starr,N,17,65,14,6,4,10,6,1,0,0,11,24,6,2,2,0,0
STAVELA01,Larry,Staverman,N,265,3380,1237,0,0,1019,251,0,0,0,577,1019,474,368,289,0,0
STEELLA01,Larry,Steele,N,610,14777,5009,428,917,1781,1719,846,96,195,1832,4180,2020,1218,969,4,0
STEIGMA01,Matt,Steigenga,N,2,12,3,0,3,3,2,1,1,2,1,4,1,2,1,2,0
STEPAVL01,Vladimir,Stepania,N,270,3726,1118,367,813,1180,94,110,144,213,482,1071,455,384,206,15,2
STEPHEV01,Everette,Stephens,N,38,215,71,11,12,23,39,9,4,29,22,75,25,24,19,10,2
STEPHJA01,Jack,Stephens,N,72,2219,743,0,0,377,207,0,0,0,144,643,248,357,247,0,0
STEPHJO01,Joe,Stephens,N,22,227,71,18,27,45,12,12,3,11,14,84,30,10,7,21,4
STEPPBR01,Brook,Steppe,N,238,2858,1297,127,218,345,280,105,17,248,334,945,443,490,402,29,9
STEVEBA01,Barry,Stevens,N,2,6,2,2,0,2,0,0,0,0,1,2,1,0,0,0,0
STEVEDE01,Deshawn,Stevenson,N,303,5718,2031,161,475,636,487,129,60,322,376,2043,838,464,304,187,51
STEVEWA01,Wayne,Stevens,N,8,49,13,0,0,16,4,0,0,0,4,19,3,10,7,0,0
STEWADE01,Dennis,Stewart,A,12,72,40,0,0,17,2,0,0,0,12,48,16,9,7,3,1
STEWAKE01,Kebu,Stewart,N,15,110,40,9,22,31,2,5,2,8,13,26,12,25,16,0,0
STEWALA01,Larry,Stewart,N,270,5415,2005,444,633,1077,338,147,106,346,580,1503,765,619,466,44,9
STEWAMI01,Michael,Stewart,N,286,3304,623,337,570,907,88,56,278,142,557,556,246,251,131,0,0
STEWANO01,Norm,Stewart,N,5,37,10,0,0,5,2,0,0,0,9,15,4,6,2,0,0
STIPAST01,Steve,Stipanovich,N,403,12591,5323,771,2360,3131,938,415,380,777,1435,4160,2015,1611,1283,56,10
STITHBR01,Bryant,Stith,N,586,16417,5946,586,1397,1983,1178,594,130,776,1092,4767,2021,1900,1598,931,306
STITHSA01,Sam,Stith,N,32,440,141,0,0,51,60,0,0,0,55,162,59,38,23,0,0
STITHTO01,Tom,Stith,N,25,209,77,0,0,39,18,0,0,0,23,110,37,10,3,0,0
STIVRAL01,Alex,Stivrins,N,22,90,44,10,12,22,4,2,2,10,13,43,20,8,4,2,0
STOCKJO01,John,Stockton,N,1504,47765,19711,922,3128,4050,15806,3265,315,4243,3942,13658,7039,5796,4788,2202,845
STOJAPR01,Peja,Stojakovic,N,487,16574,8987,447,1969,2416,969,524,72,783,863,6845,3181,1826,1626,2508,999
STOKEED01,Ed,Stokes,N,4,17,3,1,3,4,1,1,2,2,4,3,1,2,1,0,0
STOKEGR01,Greg,Stokes,N,42,384,130,29,33,62,17,14,11,22,64,128,57,23,16,1,0
STOKEMA01,Maurice,Stokes,N,202,7544,3315,0,0,3492,1062,0,0,0,789,3567,1251,1165,813,0,0
STOLKAR01,Art,Stolkey,N,23,0,102,0,0,0,38,0,0,0,72,164,36,44,30,0,0
STOLLRA01,Randy,Stoll,A,25,403,142,0,0,91,12,0,0,28,42,138,66,25,10,0,0
STONEGE01,George,Stone,A,259,6953,3530,0,0,1480,333,0,0,146,747,3089,1370,827,646,446,144
STOREAW01,Awvee,Storey,N,9,32,8,4,1,5,1,0,0,0,3,10,3,2,1,2,1
STOUDAM01,Amare,Stoudemire,N,217,7484,4319,626,1304,1930,287,203,306,555,735,3031,1550,1714,1213,31,6
STOUDDA01,Damon,Stoudamire,N,729,25708,10662,563,2124,2687,4779,858,76,1802,1485,9601,3924,2065,1723,3036,1091
STOVAPA01,Paul,Stovall,A,13,194,100,0,58,58,12,4,6,21,32,73,36,44,28,0,0
STOVAPA01,Paul,Stovall,N,25,211,76,0,0,61,13,0,0,0,37,76,26,38,24,0,0
STRAWJO01,Joe,Strawder,N,231,6365,1977,0,0,2296,245,0,0,0,961,1729,737,733,503,0,0
STRICBI01,Bill,Stricker,N,1,2,4,0,0,0,0,0,0,0,1,3,2,0,0,0,0
STRICER01,Erick,Strickland,N,501,10189,3780,209,1108,1317,1203,422,41,668,958,3400,1333,860,710,1151,404
STRICMA01,Mark,Strickland,N,281,3414,1281,237,533,770,102,79,108,163,321,1105,539,301,201,9,2
STRICRO01,Rod,Strickland,N,1094,33638,14463,1128,2956,4084,7987,1616,215,2862,2048,11928,5418,4759,3432,691,195
STRICRO02,Roger,Strickland,N,1,4,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0
STROEJO01,John,Stroeder,N,46,293,82,29,56,85,23,3,14,27,51,84,31,30,20,2,0
STRONDE01,Derek,Strong,N,456,8548,3090,783,1430,2213,291,203,93,421,740,2484,1068,1199,943,61,11
STROTLA01,Lamont,Strothers,N,13,155,60,9,6,15,14,9,1,17,15,73,24,14,10,15,2
STROUJO01,John,Stroud,N,9,88,25,7,6,13,9,1,0,4,7,34,11,4,3,0,0
STROURE01,Red,Stroud,A,7,33,20,0,0,2,1,0,0,9,7,11,5,10,9,1,1
STUMPGE01,Gene,Stump,N,148,0,783,0,0,0,118,0,0,0,227,1040,315,221,153,0,0
STUTZST01,Stan,Stutz,N,166,0,1181,0,0,0,188,0,0,0,397,1573,402,464,377,0,0
SUITEGA01,Gary,Suiter,N,30,140,42,0,0,41,2,0,0,0,20,54,19,9,4,0,0
SUMPTBA01,Barry,Sumpter,N,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SUNDEDO01,Don,Sunderlage,N,113,2636,874,0,0,281,224,0,0,0,320,881,287,410,300,0,0
SUNDOBR01,Bruno,Sundov,N,102,524,173,27,80,107,18,15,14,30,106,222,79,19,10,24,5
SUNDVJO01,Jon,Sundvold,N,502,8811,3886,132,422,554,1469,220,5,560,601,3642,1647,431,366,576,226
SURABO01,Bob,Sura,N,657,15595,5654,519,1721,2240,2474,641,142,1231,1477,4628,1918,2024,1395,1303,423
SURHODI01,Dick,Surhoff,N,58,545,178,0,0,94,32,0,0,0,89,190,56,92,66,0,0
SUTORGE01,George,Sutor,A,79,1038,380,0,0,404,30,0,0,60,203,443,151,131,78,1,0
SUTTLDA01,Dane,Suttle,N,46,493,272,21,28,49,48,21,0,33,49,227,115,49,42,4,0
SUTTOGR01,Greg,Sutton,N,168,1950,761,22,131,153,284,84,13,183,317,687,272,136,101,321,116
SWAGEKE01,Keith,Swagerty,A,80,2477,987,0,0,828,95,0,0,112,242,892,364,424,259,6,0
SWAINBE01,Bennie,Swain,N,58,708,265,0,0,262,29,0,0,0,127,244,99,110,67,0,0
SWANSNO01,Norm,Swanson,N,63,611,100,0,0,110,33,0,0,0,91,137,31,64,38,0,0
SWARTDA01,Dan,Swartz,N,39,335,175,0,0,88,21,0,0,0,92,150,57,72,61,0,0
SWEETMI01,Mike,Sweetney,N,119,2003,830,237,338,575,58,45,40,140,281,586,306,293,218,2,0
SWIFTRO01,Robert,Swift,N,16,72,15,1,4,5,2,1,7,4,16,11,5,9,5,0,0
SWIFTSK01,Skeeter,Swift,A,283,6839,3279,0,16,631,820,3,0,401,915,2738,1218,848,713,436,130
SWIFTST01,Stromile,Swift,N,352,7399,3172,502,1247,1749,204,267,509,463,860,2498,1168,1172,835,17,1
SWINSAA01,Aaron,Swinson,N,9,51,24,3,5,8,3,1,0,5,8,18,10,5,4,0,0
SYDNOWA01,Wallace,Sydnor,N,15,0,15,0,0,0,0,0,0,0,6,26,5,10,5,0,0
SYKESLA01,Larry,Sykes,N,1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0
SZABOBR01,Brett,Szabo,N,70,662,153,56,109,165,17,16,32,41,119,121,54,61,45,1,0
SZCZEWA01,Wally,Szczerbiak,N,398,13159,5972,424,1318,1742,1078,279,116,649,932,4673,2342,1182,1003,706,285
SZCZEWA02,Walt,Szczerbiak,A,53,598,333,0,0,150,41,0,0,50,100,237,149,53,35,2,0
TABAKZA01,Zan,Tabak,N,247,3607,1233,325,558,883,165,65,126,269,577,1062,537,303,159,3,0
TABUSYU01,Yuta,Tabuse,N,4,17,7,2,2,4,3,0,0,1,1,6,1,4,4,1,1
TANNESI01,Sid,Tannenbaum,N,70,0,633,0,0,0,162,0,0,0,107,861,236,194,161,0,0
TARLADR01,Dragan,Tarlac,N,43,598,103,37,85,122,31,7,19,38,95,99,39,33,25,0,0
TARPLRO01,Roy,Tarpley,N,280,7476,3533,964,1839,2803,292,317,329,557,950,3014,1457,824,613,34,6
TARTLA01,Levern,Tart,A,274,9272,5316,0,0,1374,830,0,0,426,792,4539,2020,1600,1254,87,22
TATUMEA01,Earl,Tatum,N,262,5229,2508,214,468,682,507,319,101,289,619,2415,1109,386,288,6,2
TAYLOAN01,Anthony,Taylor,N,21,368,144,11,23,34,43,22,5,20,37,151,60,32,24,2,0
TAYLOBR01,Brian,Taylor,A,271,8887,3804,0,608,811,1002,500,70,606,765,3173,1584,772,582,176,54
TAYLOBR01,Brian,Taylor,N,330,10262,4064,291,506,797,1476,606,82,428,931,3295,1606,865,695,417,157
TAYLOFA01,Fatty,Taylor,A,561,16158,4797,0,939,2313,2275,803,47,1217,1801,4167,1831,1627,1106,141,29
TAYLOFR01,Fred,Taylor,N,88,835,385,0,0,140,69,0,0,0,153,401,146,157,93,0,0
TAYLOJA01,Jay,Taylor,N,17,114,51,5,6,11,5,5,3,10,9,52,21,9,6,13,3
TAYLOJE01,Jeff,Taylor,N,56,818,179,26,56,82,113,42,16,68,86,170,70,56,39,1,0
TAYLOJO01,Johnny,Taylor,N,54,866,256,36,84,120,26,32,20,44,124,249,100,48,28,71,28
TAYLOLE01,Leonard,Taylor,N,10,37,11,4,8,12,1,0,0,5,4,6,0,16,11,1,0
TAYLOMA01,Maurice,Taylor,N,455,12011,5443,716,1479,2195,565,221,244,865,1410,4881,2281,1228,876,32,5
TAYLOOL01,Ollie,Taylor,A,262,6148,2539,0,88,1090,628,20,6,418,698,1945,886,1096,749,77,18
TAYLORO01,Ron,Taylor,A,77,939,371,0,0,294,68,0,0,1,225,337,157,103,57,0,0
TAYLORO02,Roland,Taylor,N,79,1548,301,0,211,211,288,132,9,0,202,314,132,65,37,0,0
TAYLOVI01,Vince,Taylor,N,31,321,95,19,17,36,41,20,2,30,54,102,37,32,21,0,0
TEAGLTE01,Terry,Teagle,N,687,14509,7982,726,1077,1803,956,517,127,1005,1532,7090,3295,1719,1362,143,30
TELFASE01,Sebastian,Telfair,N,68,1330,460,10,94,104,224,35,4,125,120,430,169,133,105,69,17
TEMPLCO01,Collis,Temple,A,24,102,42,0,31,31,15,4,4,12,29,41,17,10,8,1,0
TERREIR01,Ira,Terrell,N,127,2483,886,143,390,533,144,63,75,53,265,743,370,229,146,0,0
TERRYCA01,Carlos,Terry,N,94,1078,285,75,152,227,124,54,27,82,162,281,122,61,41,11,0
TERRYCH01,Chuck,Terry,A,213,3281,867,0,530,530,183,91,18,91,403,865,380,123,97,31,10
TERRYCH01,Chuck,Terry,N,128,1768,431,43,100,288,79,58,10,0,236,480,183,86,65,0,0
TERRYCL01,Claude,Terry,A,277,3592,1647,0,363,438,392,85,10,302,373,1404,658,364,284,139,47
TERRYCL01,Claude,Terry,N,72,711,287,15,46,61,65,26,1,8,62,259,121,55,45,0,0
TERRYJA01,Jason,Terry,N,483,16441,7527,198,1310,1508,2659,697,80,1201,1037,6266,2728,1563,1320,2012,751
THACKTO01,Tom,Thacker,A,96,1454,299,0,0,300,244,0,0,26,246,346,116,101,57,44,10
THACKTO01,Tom,Thacker,N,218,2187,721,0,0,522,222,0,0,0,365,828,307,222,107,0,0
THEARFL01,Floyd,Theard,A,25,406,96,0,0,51,44,0,0,0,49,113,39,28,18,1,0
THEUSRE01,Reggie,Theus,N,1026,34603,19015,1182,2167,3349,6453,1206,236,3493,3008,14973,7057,5644,4663,945,238
THIBEPE01,Peter,Thibeaux,N,93,992,462,57,87,144,45,34,32,73,167,428,194,115,72,7,2
THIEBBI01,Bill,Thieben,N,85,876,337,0,0,272,24,0,0,0,122,399,132,114,73,0,0
THIGPJU01,Justus,Thigpen,A,3,58,11,0,0,8,4,0,0,0,14,19,5,3,1,0,0
THIGPJU01,Justus,Thigpen,N,19,101,48,1,0,10,8,0,0,0,18,60,24,0,0,0,0
THIRDDA01,David,Thirdkill,N,179,1469,510,79,130,209,84,47,13,105,226,414,189,232,131,11,1
THOMABI01,Billy,Thomas,N,25,356,92,7,29,36,17,14,1,9,29,94,34,9,7,56,17
THOMACA01,Carl,Thomas,N,63,534,181,13,47,60,28,24,8,25,49,176,70,28,18,73,23
THOMACH01,Charles,Thomas,N,36,156,48,6,16,22,22,4,1,17,20,51,18,15,10,17,2
THOMAET01,Etan,Thomas,N,211,4006,1422,346,772,1118,97,78,232,222,494,1056,527,607,368,0,0
THOMAIR01,Irving,Thomas,N,26,108,46,14,17,31,10,4,1,13,24,50,17,21,12,0,0
THOMAIS01,Isiah,Thomas,N,979,35516,18822,951,2527,3478,9061,1861,249,3682,2971,15904,7194,5316,4036,1373,398
THOMAJA01,Jamel,Thomas,N,12,102,30,6,8,14,6,4,0,11,8,37,14,1,1,6,1
THOMAJA02,James,Thomas,N,11,117,26,17,20,37,4,4,4,7,13,20,12,6,2,0,0
THOMAJI01,Jim,Thomas,N,161,3361,1355,136,282,418,377,142,12,210,322,1148,541,346,264,53,9
THOMAJO01,John,Thomas,N,192,2126,545,189,223,412,58,66,48,99,367,429,217,189,111,2,0
THOMAJO02,Joe,Thomas,N,39,204,55,0,0,43,17,0,0,0,19,86,23,20,9,0,0
THOMAKE01,Kenny,Thomas,N,432,12945,4718,956,2228,3184,702,390,209,790,1155,3978,1822,1418,1015,240,59
THOMAKU01,Kurt,Thomas,N,627,18132,6746,1099,3654,4753,816,495,508,932,2373,5909,2860,1333,1019,26,7
THOMARO01,Ron,Thomas,A,264,3292,1051,0,960,1075,198,160,39,234,530,938,439,317,170,14,3
THOMATE01,Terry,Thomas,N,28,136,77,15,21,36,3,4,2,0,21,65,28,29,21,0,0
THOMATI01,Tim,Thomas,N,574,15148,6858,558,1747,2305,828,457,223,896,1588,5688,2517,1595,1221,1639,603
THOMAWI01,Willis,Thomas,A,62,1067,555,0,0,114,55,0,0,94,107,550,243,93,69,3,0
THOMPBE01,Bernard,Thompson,N,204,2935,1078,164,188,352,266,127,27,181,391,934,410,327,258,17,0
THOMPBI01,Billy,Thompson,N,300,6697,2566,670,945,1615,514,158,272,529,817,2128,1074,617,416,13,2
THOMPBR01,Brooks,Thompson,N,168,1714,760,30,128,158,281,87,5,154,229,679,278,85,55,396,149
THOMPCO01,Corny,Thompson,N,44,520,122,41,79,120,34,12,7,31,92,137,43,46,36,0,0
THOMPDA01,David,Thompson,A,83,3101,2158,0,525,525,308,136,102,250,282,1567,807,681,541,19,3
THOMPDA01,David,Thompson,N,509,16305,11264,737,1184,1921,1631,459,407,1129,1287,8365,4213,3616,2815,83,23
THOMPGE01,George,Thompson,A,364,12048,7334,0,273,1276,1336,117,24,672,1007,5658,2648,2548,1937,381,101
THOMPGE01,George,Thompson,N,73,1983,780,50,131,181,225,66,6,0,203,691,306,214,168,0,0
THOMPJA01,Jack,Thompson,A,2,4,2,0,0,1,2,0,0,2,0,3,1,0,0,1,0
THOMPJO01,John,Thompson,N,74,771,262,0,0,260,19,0,0,0,156,239,98,111,66,0,0
THOMPKE01,Kevin,Thompson,N,14,58,13,7,6,13,3,0,2,5,11,14,6,2,1,1,0
THOMPLA01,Lasalle,Thompson,N,985,21238,7806,2123,4566,6689,1139,741,972,1644,3143,6376,3136,2075,1530,26,4
THOMPMY01,Mychal,Thompson,N,935,27764,12810,2229,4722,6951,2141,701,1073,2104,2692,10306,5191,3707,2427,12,1
THOMPPA01,Paul,Thompson,N,154,3105,1374,204,329,533,224,141,79,160,360,1315,568,279,221,81,17
THOMPST01,Stephen,Thompson,N,19,91,31,11,8,19,8,6,3,5,9,37,14,8,3,1,0
THORESK01,Skip,Thoren,A,170,4868,2239,0,0,1875,329,0,0,257,560,1939,902,711,435,5,0
THORNBO01,Bob,Thornton,N,283,3386,844,267,445,712,99,74,35,210,578,720,320,362,202,9,2
THORNDA01,Dallas,Thornton,A,50,870,341,0,0,141,74,0,0,80,106,284,123,142,93,11,2
THORNRO01,Rod,Thorn,N,466,10376,5012,0,0,1463,1214,0,0,0,784,4479,1939,1569,1134,0,0
THORPOT01,Otis,Thorpe,N,1257,39822,17600,3446,6924,10370,2730,840,501,2774,4146,12593,6872,5612,3853,64,3
THREASE01,Sedale,Threatt,N,951,22436,9327,371,1338,1709,3613,1138,136,1296,2178,8075,3914,1608,1311,642,188
THURMNA01,Nate,Thurmond,N,964,35875,14437,744,1827,14464,2575,125,553,0,2624,13105,5521,5089,3395,0,0
THURSME01,Mel,Thurston,N,14,0,78,0,0,0,4,0,0,0,42,113,32,28,14,0,0
TIDRIHO01,Howard,Tidrick,N,61,0,552,0,0,0,101,0,0,0,191,616,194,205,164,0,0
TIEMADA01,Dan,Tieman,N,29,176,34,0,0,22,27,0,0,0,18,57,15,10,4,0,0
TILLIDA01,Darren,Tillis,N,124,1256,425,116,198,314,42,20,90,73,270,435,184,91,57,3,0
TINGLJA01,Jack,Tingle,N,39,0,91,0,0,0,8,0,0,0,47,143,37,33,17,0,0
TINSLGE01,George,Tinsley,A,133,1864,704,0,0,385,114,0,0,26,271,581,245,280,208,30,6
TINSLJA01,Jamaal,Tinsley,N,245,7356,2365,142,712,854,1755,428,87,706,693,2208,880,529,382,704,223
TISDAWA01,Wayman,Tisdale,N,840,23868,12878,1617,3499,5116,1077,464,500,1407,2801,10575,5338,2897,2202,21,0
TODORMA01,Marko,Todorovich,N,131,0,1445,0,0,455,386,0,0,0,427,1567,484,671,477,0,0
TOLBERA01,Ray,Tolbert,N,261,2789,928,221,388,609,135,71,101,210,418,800,396,250,136,6,0
TOLBETO01,Tom,Tolbert,N,312,5680,2030,406,845,1251,285,116,109,347,741,1647,757,680,487,98,29
TOLSODE01,Dean,Tolson,N,80,681,402,85,94,179,34,36,27,1,97,280,153,176,96,0,0
TOMJARU01,Rudy,Tomjanovich,N,768,25714,13383,1173,2783,6198,1573,374,175,332,1937,11240,5630,2666,2089,130,34
TONEYAN01,Andrew,Toney,N,468,12608,7458,235,774,1009,1965,369,105,1394,1341,5718,2859,2010,1602,403,138
TONEYSE01,Sedric,Toney,N,112,1410,409,22,76,98,235,48,1,114,159,381,139,128,100,91,31
TONKOAN01,Andy,Tonkovich,N,17,0,44,0,0,0,10,0,0,0,12,71,19,9,6,0,0
TOOLSAN01,Andy,Toolson,N,60,523,159,32,41,73,32,14,2,26,70,146,58,37,28,44,15
TOOMAJA01,Jack,Toomay,N,131,0,876,0,0,0,113,0,0,0,349,789,297,408,282,0,0
TOONEBE01,Bernard,Toone,N,23,124,55,12,22,34,12,4,5,16,20,64,23,10,8,7,1
TORGOIR01,Irv,Torgoff,N,147,0,997,0,0,0,106,0,0,0,436,1451,357,367,283,0,0
TORMOGE01,Gene,Tormohlen,N,271,3223,1191,0,0,1122,257,0,0,0,551,1253,515,278,161,0,0
TORREOS01,Oscar,Torres,N,82,1182,442,24,110,134,43,29,11,57,73,377,151,125,96,139,44
TOSHEBI01,Bill,Tosheff,N,203,6339,1859,0,0,608,661,0,0,0,654,2012,634,745,591,0,0
TOUGHBO01,Bob,Tough,N,82,0,589,0,0,0,137,0,0,0,141,814,226,178,137,0,0
TOWEMO01,Monte,Towe,A,64,576,189,0,55,55,136,37,5,81,84,179,72,44,36,42,9
TOWEMO01,Monte,Towe,N,51,409,130,8,26,34,87,16,0,0,61,138,56,25,18,0,0
TOWERKE01,Keith,Tower,N,53,416,98,25,44,69,7,6,12,19,69,91,39,36,20,1,0
TOWERWI01,William,Towery,N,128,0,1198,0,0,0,313,0,0,0,487,1449,425,465,348,0,0
TOWNELI01,Linton,Townes,N,60,543,257,31,36,67,32,20,7,34,86,248,109,40,30,25,9
TOWNSRA01,Raymond,Townsend,N,154,2025,745,46,111,157,217,90,10,122,201,751,309,172,121,35,6
TRAPPGE01,George,Trapp,N,379,6863,3353,251,577,1466,375,117,71,0,1034,3188,1417,690,519,0,0
TRAPPJO01,John,Trapp,A,25,342,127,0,0,72,20,0,0,25,76,128,54,32,19,2,0
TRAPPJO01,John,Trapp,N,279,4895,2066,0,0,1248,283,0,0,0,855,2014,846,516,374,0,0
TRAYLRO01,Robert,Traylor,N,438,6240,2085,634,1006,1640,312,280,306,400,1079,1774,841,691,399,24,4
TRENTGA01,Gary,Trent,N,506,9865,4366,773,1503,2276,504,223,174,599,1096,3580,1792,1210,778,50,4
TREPAJE01,Jeff,Trepagnier,N,31,270,88,16,27,43,22,19,4,25,20,101,34,20,14,13,6
TRESVJO01,John,Tresvant,N,559,12296,5118,0,0,3546,806,0,0,0,1754,4256,1920,1843,1278,0,0
TRIPTDI01,Dick,Triptow,N,59,0,336,0,0,0,97,0,0,0,112,422,116,143,104,0,0
TRIPUKE01,Kelly,Tripucka,N,707,20959,12142,937,1766,2703,2090,678,137,1697,1634,9380,4434,3660,3106,465,168
TRIUTAN01,Ansley,Truitt,A,16,86,39,0,0,38,2,0,0,7,9,42,18,9,3,0,0
TRYBACE01,Cezary,Trybanski,N,22,101,15,6,9,15,1,1,7,10,16,24,5,12,5,0,0
TSAKAIA01,Jake,Tsakalidis,N,228,3882,1156,219,703,922,83,51,179,205,531,947,451,387,254,1,0
TSCHOJO01,John,Tschogl,N,113,1216,277,85,102,208,69,42,45,0,174,354,126,43,25,0,0
TSIORLO01,Lou,Tsioropoulos,N,157,2977,910,0,0,751,165,0,0,0,451,1070,337,329,236,0,0
TSKITNI01,Nikoloz,Tskitishvili,N,155,1847,471,100,185,285,111,45,48,120,219,589,177,101,75,180,42
TUCKEAL01,Al,Tucker,A,81,1799,941,0,0,392,100,0,0,129,205,810,377,199,157,82,30
TUCKEAL01,Al,Tucker,N,271,5679,2600,0,0,1348,242,40,0,25,567,2347,1062,667,473,7,3
TUCKEAN01,Anthony,Tucker,N,61,981,243,44,126,170,68,46,11,56,129,210,96,83,51,1,0
TUCKEJI01,Jim,Tucker,N,99,1301,407,0,0,349,52,0,0,0,242,450,157,122,93,0,0
TUCKETR01,Trent,Tucker,N,756,15671,6236,512,1008,1520,1532,679,88,593,1594,5632,2594,627,473,1410,575
TURKCMI01,Mirsad,Turkcan,N,17,90,33,13,20,33,5,3,1,8,14,38,14,8,5,6,0
TURKOHI01,Hidayet,Turkoglu,N,368,8218,3324,219,1133,1352,626,255,117,399,753,2840,1183,838,644,821,314
TURNEAN01,Andre,Turner,N,170,2523,767,62,201,263,535,137,3,212,205,727,307,182,139,59,14
TURNEBI01,Bill,Turner,N,294,4060,1597,0,0,1039,167,0,0,0,606,1481,603,537,391,0,0
TURNEEL01,Elston,Turner,N,505,9006,2397,556,819,1375,914,442,28,455,910,2429,1049,409,292,46,7
TURNEGA01,Gary,Turner,A,2,21,6,0,0,3,0,0,0,2,2,2,2,3,2,0,0
TURNEHE01,Henry,Turner,N,66,464,224,39,39,78,29,25,8,38,59,179,81,100,60,8,2
TURNEHE02,Herschel,Turner,A,41,500,131,0,0,74,45,0,0,45,72,159,51,47,23,26,6
TURNEJA01,Jack,Turner,N,65,922,282,0,0,154,77,0,0,0,76,308,111,76,60,0,0
TURNEJA02,Jack,Turner,N,42,567,200,0,0,85,44,0,0,0,51,221,84,42,32,0,0
TURNEJE01,Jeff,Turner,N,612,11244,3697,621,1415,2036,635,215,85,687,1758,3304,1543,700,538,212,73
TURNEJO01,John,Turner,N,42,345,117,38,40,78,12,6,4,32,40,98,43,59,31,0,0
TURNEWA01,Wayne,Turner,N,3,41,4,1,2,3,5,0,0,3,4,6,1,6,2,0,0
TURPIME01,Mel,Turpin,N,361,6871,3071,575,1080,1655,183,155,348,431,853,2513,1297,613,476,9,1
TWARDDA01,Dave,Twardzik,A,256,6320,2311,0,517,675,883,254,22,599,720,1522,763,949,776,46,9
TWARDDA01,Dave,Twardzik,N,280,6921,2666,202,409,611,940,396,24,416,748,1614,891,1069,880,7,4
TWYMAJA01,Jack,Twyman,N,823,26147,15840,0,0,5424,1861,0,0,0,2782,13873,6237,4325,3366,0,0
TYLERBJ01,B.j.,Tyler,N,55,808,195,13,49,62,174,36,2,97,58,189,72,50,35,51,16
