coachid,year,yr_order,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team
SKILESC01 ,2001,1,Scott,Skiles,25,26,0,0,PHO
JOHNSFR01 ,2001,2,Frank,Johnson,11,20,0,0,PHO
CHEEKMA01 ,2001,1,Maurice,Cheeks,49,33,0,3,POR
ADELMRI01 ,2001,1,Rick,Adelman,61,21,10,6,SAC
POPOVGR01 ,2001,1,Gregg,Popovich,58,24,4,6,SAS
MCMILNA01 ,2001,1,Nate,McMillan,45,37,2,3,SEA
WILKELE01 ,2001,1,Lenny,Wilkens,42,40,2,3,TOR
SLOANJE01 ,2001,1,Jerry,Sloan,44,38,1,3,UTA
COLLIDO01 ,2001,1,Doug,Collins,37,45,0,0,WAS
KRUGELO01 ,2002,1,Lon,Kruger,11,16,0,0,ATL
STOTTTE01 ,2002,2,Terry,Stotts,24,31,0,0,ATL
OBRIEJI01 ,2002,1,Jim,O'Brien,44,38,4,6,BOS
CARTWBI01 ,2002,1,Bill,Cartwright,30,52,0,0,CHI
LUCASJO01 ,2002,1,John,Lucas,8,34,0,0,CLE
SMARTKE01 ,2002,2,Keith,Smart,9,31,0,0,CLE
NELSODO01 ,2002,1,Don,Nelson,60,22,10,10,DAL
BZDELJE01 ,2002,1,Jeff,Bzdelik,17,65,0,0,DEN
CARLIRI01 ,2002,1,Rick,Carlisle,50,32,8,9,DET
MUSSEER01 ,2002,1,Eric,Musselman,38,44,0,0,GSW
TOMJARU01 ,2002,1,Rudy,Tomjanovich,43,39,0,0,HOU
THOMAIS01 ,2002,1,Isiah,Thomas,48,34,2,4,IND
GENTRAL01 ,2002,1,Alvin,Gentry,19,39,0,0,LAC
JOHNSDE01 ,2002,2,Dennis,Johnson,8,16,0,0,LAC
JACKSPH01 ,2002,1,Phil,Jackson,50,32,6,6,LAL
LOWESI01  ,2002,1,Sidney,Lowe,0,8,0,0,MEM
BROWNHU01 ,2002,2,Hubie,Brown,28,46,0,0,MEM
RILEYPA01 ,2002,1,Pat,Riley,25,57,0,0,MIA
KARLGE01  ,2002,1,George,Karl,42,40,2,4,MIL
SAUNDFL01 ,2002,1,Flip,Saunders,51,31,2,4,MIN
SCOTTBY01 ,2002,1,Byron,Scott,49,33,14,6,NJN
SILASPA01 ,2002,1,Paul,Silas,47,35,2,4,NOH
CHANEDO01 ,2002,1,Don,Chaney,37,45,0,0,NYK
RIVERDO01 ,2002,1,Doc,Rivers,42,40,3,4,ORL
BROWNLA01 ,2002,1,Larry,Brown,48,34,6,6,PHI
JOHNSFR01 ,2002,1,Frank,Johnson,44,38,2,4,PHO
CHEEKMA01 ,2002,1,Maurice,Cheeks,50,32,3,4,POR
ADELMRI01 ,2002,1,Rick,Adelman,59,23,7,5,SAC
POPOVGR01 ,2002,1,Gregg,Popovich,60,22,16,8,SAS
MCMILNA01 ,2002,1,Nate,McMillan,40,42,0,0,SEA
WILKELE01 ,2002,1,Lenny,Wilkens,24,58,0,0,TOR
SLOANJE01 ,2002,1,Jerry,Sloan,47,35,1,4,UTA
COLLIDO01 ,2002,1,Doug,Collins,37,45,0,0,WAS
STOTTTE01 ,2003,1,Terry,Stotts,28,54,0,0,ATL
OBRIEJI01 ,2003,1,Jim,O'Brien,22,24,0,0,BOS
CARROJO01 ,2003,2,John,Carroll,14,22,0,4,BOS
CARTWBI01 ,2003,1,Bill,Cartwright,4,10,0,0,CHI
MEYERPE01 ,2003,2,Pete,Meyers,0,2,0,0,CHI
SKILESC01 ,2003,3,Scott,Skiles,19,47,0,0,CHI
SILASPA01 ,2003,1,Paul,Silas,35,47,0,0,CLE
NELSODO01 ,2003,1,Don,Nelson,52,30,1,4,DAL
BZDELJE01 ,2003,1,Jeff,Bzdelik,43,39,1,4,DEN
BROWNLA01 ,2003,1,Larry,Brown,54,28,16,7,DET
MUSSEER01 ,2003,1,Eric,Musselman,37,45,0,0,GSW
VANGUJE01 ,2003,1,Jeff,Van Gundy,45,37,1,4,HOU
CARLIRI01 ,2003,1,Rick,Carlisle,61,21,10,6,IND
DUNLEMI01 ,2003,1,Mike,Dunleavy,28,54,0,0,LAC
JACKSPH01 ,2003,1,Phil,Jackson,56,26,13,9,LAL
BROWNHU01 ,2003,1,Hubie,Brown,50,32,0,4,MEM
VANGUST01 ,2003,1,Stan,Van Gundy,42,40,6,7,MIA
PORTETE01 ,2003,1,Terry,Porter,41,41,1,4,MIL
SAUNDFL01 ,2003,1,Flip,Saunders,58,24,10,8,MIN
SCOTTBY01 ,2003,1,Byron,Scott,22,20,0,0,NJN
FRANKLA01 ,2003,2,Larry,Frank,25,15,7,4,NJN
FLOYDTI01 ,2003,1,Tim,Floyd,41,41,3,4,NOR
CHANEDO01 ,2003,1,Don,Chaney,15,24,0,0,NYK
WILKELE01 ,2003,2,Lenny,Wilkens,23,19,0,4,NYK
RIVERDO01 ,2003,1,Doc,Rivers,1,10,0,0,ORL
DAVISJO01 ,2003,2,Johnny,Davis,20,51,0,0,ORL
AYERSRA01 ,2003,1,Randy,Ayers,21,31,0,0,PHI
FORDCH01  ,2003,2,Chris,Ford,12,18,0,0,PHI
JOHNSFR01 ,2003,1,Frank,Johnson,8,13,0,0,PHO
DANTOMI01 ,2003,2,Mike,D'Antoni,21,40,0,0,PHO
CHEEKMA01 ,2003,1,Maurice,Cheeks,41,41,0,0,POR
ADELMRI01 ,2003,1,Rick,Adelman,55,27,7,5,SAC
POPOVGR01 ,2003,1,Gregg,Popovich,57,25,6,4,SAS
MCMILNA01 ,2003,1,Nate,McMillan,37,45,0,0,SEA
ONEILKE01 ,2003,1,Kevin,O'Neill,33,49,0,0,TOR
SLOANJE01 ,2003,1,Jerry,Sloan,42,40,0,0,UTA
JORDAED01 ,2003,1,Eddie,Jordan,25,57,0,0,WAS
