ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
HAYWOBR01 ,Brendan,Haywood,N,10,296,106,41,36,77,10,14,20,10,40,72,39,44,28,0,0
HAYWOSP01 ,Spencer,Haywood,A,12,568,439,0,0,237,39,0,0,0,31,362,185,83,69,0,0
HAYWOSP01 ,Spencer,Haywood,N,33,890,441,35,30,188,41,6,25,35,98,384,172,123,97,1,0
HEALSH01  ,Shane,Heal,N,2,3,6,0,0,0,1,0,0,0,0,2,2,0,0,2,2
HEANEBR01 ,Brian,Heaney,N,6,7,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
HEARDGA01 ,Garfield,Heard,N,59,1825,602,32,19,537,96,23,41,8,174,589,247,166,108,0,0
HEINSTO01 ,Tom,Heinsohn,N,104,3223,2055,0,0,954,215,0,0,0,417,2025,818,568,419,0,0
HEMRIDI01 ,Dick,Hemric,N,5,73,21,0,0,31,2,0,0,0,8,31,6,16,9,0,0
HENDEAL01 ,Alan,Henderson,N,34,503,180,50,49,99,11,7,10,24,75,126,70,56,40,1,0
HENDECE02 ,Cedric,Henderson,N,4,157,30,13,4,17,11,6,0,13,14,28,11,13,8,1,0
HENDEGE01 ,Gerald,Henderson,N,18,59,10,1,3,4,10,3,0,1,7,21,5,0,0,6,0
HENDEJE01 ,Jerome,Henderson,N,71,1512,621,73,60,133,219,75,7,104,176,563,254,155,108,26,5
HENDETO01 ,Tom,Henderson,N,80,2364,701,55,24,181,431,68,16,49,168,650,270,214,161,2,0
HENNELA01 ,Larry,Hennessy,N,3,11,0,0,0,1,2,0,0,0,1,9,0,0,0,0,0
HENRIDO01 ,Don,Henriksen,N,5,164,38,0,0,40,11,0,0,0,16,27,13,19,12,0,0
HENRYBI01 ,Bill,Henry,N,3,0,9,0,0,0,5,0,0,0,14,17,2,9,5,0,0
HENRYCA01 ,Carl,Henry,N,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
HENRYCO01 ,Conner,Henry,N,11,35,22,3,3,6,0,0,0,4,3,16,8,10,5,5,1
HENRYSK01 ,Skeeter,Henry,N,3,16,2,2,1,3,3,0,0,1,1,6,1,0,0,2,0
HENSOST01 ,Steve,Henson,N,6,87,25,6,1,7,8,5,0,8,7,21,9,4,3,8,4
HERMSCL01 ,Clarence,Hermsen,N,4,0,20,0,0,3,5,0,0,0,18,30,8,5,4,0,0
HERRECA01 ,Carl,Herrera,N,41,502,137,66,32,98,13,10,6,22,84,122,55,38,27,2,0
HERTZSI01 ,Sidney,Hertzberg,N,2,0,10,0,0,2,3,0,0,0,8,13,3,5,4,0,0
HESTEDA01 ,Dan,Hester,A,7,42,16,0,0,13,1,0,0,0,9,14,4,9,8,0,0
HETZEFR01 ,Fred,Hetzel,N,35,742,359,0,0,184,44,0,0,0,95,323,138,102,83,0,0
HEWITBI01 ,Bill,Hewitt,N,15,412,140,0,0,78,17,0,0,0,40,151,61,29,18,0,0
HEYMAAR01 ,Art,Heyman,A,22,828,396,0,0,158,78,0,0,0,68,286,135,180,126,0,0
HICKSPH01 ,Phil,Hicks,N,1,4,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0
HIGGIEA01 ,Earlie,Higgins,A,5,31,18,0,0,13,1,0,0,0,5,20,6,7,6,0,0
HIGGIRO01 ,Rod,Higgins,N,33,733,262,74,39,113,55,28,22,23,78,205,90,75,61,71,21
HIGGISE01 ,Sean,Higgins,N,3,13,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
HIGGSKE01 ,Kenny,Higgs,N,3,54,23,2,1,3,6,3,0,5,12,21,8,12,7,2,0
HIGHJO01  ,Johnny,High,N,18,282,79,28,26,54,32,15,5,14,51,75,31,32,17,3,0
HIGHTWA01 ,Wayne,Hightower,A,16,522,232,0,0,123,34,0,0,0,59,197,71,116,90,0,0
HIGHTWA01 ,Wayne,Hightower,N,22,482,149,0,0,107,26,0,0,0,67,176,56,55,37,0,0
HILARMA01 ,Maybyner,Hilario,N,10,233,72,29,21,50,17,7,5,14,38,57,25,36,22,0,0
HILLAR01  ,Armond,Hill,N,16,437,117,4,2,26,72,18,2,11,54,116,47,28,23,1,0
HILLGA01  ,Gary,Hill,N,9,69,28,0,0,6,8,0,0,0,13,24,12,13,4,0,0
HILLGR01  ,Grant,Hill,N,15,549,294,79,24,103,84,18,7,49,46,250,115,79,62,5,2
HILLMDA01 ,Darnell,Hillman,A,72,1757,571,0,0,509,62,0,0,0,222,466,232,179,107,0,0
HILLMDA01 ,Darnell,Hillman,N,18,372,102,0,0,113,26,10,10,0,66,111,41,32,20,0,0
HILLSI01  ,Simmie,Hill,A,12,226,72,0,0,39,16,0,0,0,28,79,32,12,8,0,0
HILLTY01  ,Tyrone,Hill,N,74,1873,491,292,160,452,31,39,22,76,260,406,183,199,125,4,0
HINRIKI01 ,Kirk,Hinrich,N,6,213,127,18,4,22,35,12,4,14,18,100,45,29,20,33,17
HINSORO01 ,Roy,Hinson,N,9,279,153,37,16,53,6,7,19,10,36,100,57,61,39,0,0
HITCHLE01 ,Lew,Hitch,N,37,535,145,0,0,167,32,0,0,0,64,125,45,94,55,0,0
HODGECR01 ,Craig,Hodges,N,101,2056,732,72,39,111,203,95,8,102,206,669,292,74,58,248,90
HOFFMPA01 ,Paul,Hoffman,N,2,81,17,0,0,7,11,0,0,0,10,28,5,12,7,0,0
HOIBEFR01 ,Fred,Hoiberg,N,24,478,128,63,10,73,26,20,0,8,32,98,44,17,17,50,23
HOLLAJO01 ,Joe,Holland,N,21,37,99,3,2,17,30,5,0,4,47,108,44,23,11,0,0
HOLLAWI01 ,Wilbur,Holland,N,3,84,44,0,0,9,3,0,0,0,8,34,17,10,10,0,0
HOLLILI01 ,Lionel,Hollins,N,77,2293,911,96,27,207,344,67,6,87,221,897,369,236,173,12,0
HOLMADE01 ,Denny,Holman,A,8,128,30,0,0,16,15,0,0,0,19,31,9,12,12,0,0
HOLSTJI01 ,Jim,Holstein,N,32,497,138,0,0,95,28,0,0,0,66,129,51,55,36,0,0
HOLUPJO01 ,Joe,Holup,N,15,258,74,0,0,64,7,0,0,0,30,85,24,35,26,0,0
HOLZMRE01 ,Red,Holzman,N,24,79,102,0,0,26,23,0,0,0,24,105,38,46,26,0,0
HONEYJE01 ,Jerald,Honeycutt,N,6,12,2,0,1,1,0,0,0,1,3,5,1,0,0,3,0
HOOPEBO01 ,Bob,Hooper,A,16,288,72,0,0,38,45,0,0,0,41,74,25,26,22,0,0
HOOSECA01 ,Carroll,Hooser,A,3,6,2,0,0,2,0,0,0,0,3,2,1,0,0,0,0
HOOVETO01 ,Tom,Hoover,A,2,16,13,0,0,4,1,0,0,0,6,7,4,7,5,0,0
HOOVETO01 ,Tom,Hoover,N,4,11,4,0,0,3,1,0,0,0,3,3,2,0,0,0,0
HOPKIBO01 ,Bob,Hopkins,N,18,334,121,0,0,99,11,0,0,0,47,117,38,58,45,0,0
HOPPEDA01 ,Dave,Hoppen,N,3,9,6,3,0,3,0,0,0,0,1,3,3,2,0,0,0
HOPSODE01 ,Dennis,Hopson,N,5,18,8,2,2,4,1,0,1,1,2,6,2,9,4,0,0
HORDGCE01 ,Cedrick,Hordges,N,3,45,19,11,2,13,2,1,0,4,4,19,8,4,3,1,0
HORFOTI01 ,Tito,Horford,N,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
HORNAJE01 ,Jeff,Hornacek,N,140,4766,2092,391,136,527,525,170,25,231,385,1578,741,551,488,282,122
HORNRO01  ,Ron,Horn,N,7,55,12,0,0,11,2,0,0,0,13,12,4,5,4,0,0
HORRYRO01 ,Robert,Horry,N,198,6085,1784,848,363,1211,527,255,187,256,622,1429,618,433,311,652,237
HOSKEWI01 ,Wilmer,Hosket,N,9,51,17,0,0,12,4,0,0,0,9,16,7,5,3,0,0
HOUBRBO01 ,Bob,Houbregs,N,23,468,202,0,0,135,36,0,0,0,55,158,67,92,68,0,0
HOUSEED01 ,Eddie,House,N,6,87,47,5,2,7,9,3,1,6,9,48,19,7,6,8,3
HOUSTAL01 ,Allan,Houston,N,63,2525,1214,165,19,184,139,43,10,163,151,970,435,303,268,181,76
HOUSTBY01 ,Byron,Houston,N,4,47,15,3,2,5,3,1,2,0,9,9,6,5,3,0,0
HOWARJO01 ,Josh,Howard,N,18,514,228,78,50,128,28,17,13,35,72,191,86,66,51,21,5
HOWARJU01 ,Juwan,Howard,N,13,520,190,62,39,101,19,8,7,17,47,179,69,63,52,0,0
HOWARST01 ,Stephen,Howard,N,15,40,23,8,3,11,0,1,0,2,13,17,6,15,11,0,0
HOWELBA01 ,Bailey,Howell,N,86,2722,1401,0,0,697,130,0,0,0,376,1165,542,433,317,0,0
HUBBAPH01 ,Phil,Hubbard,N,8,123,64,11,12,23,3,3,0,8,17,51,25,18,13,1,1
HUDSOLO01 ,Lou,Hudson,N,61,2199,1300,0,0,318,164,1,0,0,196,1164,519,326,262,0,0
HUDSOTR01 ,Troy,Hudson,N,14,383,209,19,6,25,48,9,0,27,12,175,68,60,56,47,17
HUGHEED01 ,Eddie,Hughes,N,7,16,5,0,0,0,1,1,0,1,1,7,2,0,0,3,1
HUGHEKI01 ,Kim,Hughes,A,12,266,60,0,0,72,9,0,0,0,53,57,29,5,2,0,0
HUGHEKI01 ,Kim,Hughes,N,3,35,3,0,0,11,0,2,0,0,8,2,1,2,1,0,0
HUGHELA01 ,Larry,Hughes,N,18,599,289,74,34,108,53,35,16,37,56,258,99,101,84,40,7
HUMMEJO01 ,John,Hummer,N,9,84,4,0,0,10,4,0,0,0,10,10,2,0,0,0,0
HUMPHJA01 ,Jay,Humphries,N,41,1104,396,67,26,93,187,32,5,57,123,323,151,101,79,56,15
HUMPHRY01 ,Ryan,Humphrey,N,3,5,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0
HUNTEBR01 ,Brandon,Hunter,N,3,10,2,1,2,3,1,0,1,1,2,1,1,0,0,0,0
HUNTELE01 ,Les,Hunter,A,52,1305,667,0,0,349,89,0,0,0,177,613,250,253,167,0,0
HUNTELI01 ,Lindsey,Hunter,N,99,1578,394,124,29,153,128,75,16,59,156,481,148,65,50,201,48
HUNTEST01 ,Steven,Hunter,N,22,253,66,23,18,41,4,1,21,9,35,53,27,23,12,0,0
HURLEBO01 ,Bobby,Hurley,N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUTCHME01 ,Mel,Hutchins,N,27,1024,316,0,0,237,70,0,0,0,100,332,118,121,80,0,0
HUTTOJO01 ,Joe,Hutton,N,7,0,2,0,0,3,1,0,0,0,5,3,0,4,2,0,0
IAVARMA01 ,Marc,Iavaroni,N,43,721,201,82,50,132,59,17,15,49,126,151,76,67,48,4,1
IGUODAN01 ,Andre,Iguodala,N,5,192,49,15,8,23,15,14,5,5,12,43,20,12,6,9,3
ILGAUZY01 ,Zydrunas,Ilgauskas,N,4,147,69,16,14,30,2,2,5,10,22,49,28,25,13,0,0
IMHOFDA01 ,Darrall,Imhoff,N,54,1251,354,0,0,442,101,0,0,0,179,291,139,131,76,0,0
INNIGER01 ,Erv,Inniger,A,10,364,136,0,0,57,35,0,0,0,36,140,55,32,26,0,0
IRVINBY01 ,Byron,Irvin,N,4,47,15,4,4,8,5,2,0,3,7,22,5,6,5,0,0
IRVINGE01 ,George,Irvine,A,28,472,219,0,0,48,27,0,0,0,73,162,89,47,41,0,0
ISSELDA01 ,Dan,Issel,A,80,3123,1904,0,0,862,136,0,0,0,308,1543,744,508,416,0,0
ISSELDA01 ,Dan,Issel,N,53,1599,1029,128,45,393,145,37,20,45,157,810,402,269,223,4,2
IVERSAL01 ,Allen,Iverson,N,62,2823,1899,203,55,258,378,136,13,199,143,1685,677,562,430,345,115
JABALWA01 ,Warren,Jabali,A,36,1209,646,167,80,306,115,0,0,100,111,532,221,282,198,45,6
JACKSBO01 ,Bobby,Jackson,N,48,1023,448,112,35,147,105,37,6,48,83,387,165,101,84,124,34
JACKSJA01 ,Jaren,Jackson,N,51,1024,379,105,31,136,51,29,4,55,115,333,134,69,49,175,62
JACKSJE01 ,Jermaine,Jackson,N,4,12,6,1,0,1,0,0,0,3,2,3,2,6,2,0,0
JACKSJI01 ,Jim,Jackson,N,33,960,334,119,24,143,51,22,10,37,77,274,118,62,53,109,45
JACKSLU01 ,Lucious,Jackson,N,56,1692,545,0,0,508,92,0,0,0,186,555,216,152,113,0,0
JACKSMA01 ,Mark,Jackson,N,131,3775,1185,364,113,477,904,131,8,292,225,1013,438,273,212,281,97
JACKSMA02 ,Marc,Jackson,N,12,176,67,28,13,41,8,4,3,15,29,52,22,30,23,1,0
JACKSME01 ,Merv,Jackson,A,46,1391,597,0,0,179,188,0,0,0,87,543,250,120,97,0,0
JACKSPH01 ,Phil,Jackson,N,67,1223,515,0,0,284,63,4,0,0,208,437,200,147,115,0,0
JACKSST02 ,Stephen,Jackson,N,13,472,209,43,7,50,29,25,6,34,39,178,70,60,49,63,20
JACOBCA01 ,Casey,Jacobsen,N,6,39,6,2,1,3,2,3,0,1,4,10,2,2,0,5,2
JAMERDA01 ,Dave,Jamerson,N,2,21,16,2,1,3,4,1,0,1,4,13,5,6,6,1,0
JAMESGE01 ,Gene,James,N,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0
JAMESHE01 ,Henry,James,N,16,67,12,1,2,3,4,2,0,5,14,23,4,4,2,9,2
JAMESJE01 ,Jerome,James,N,17,369,160,51,38,89,9,6,25,19,67,136,67,36,26,0,0
JAMESMI01 ,Mike,James,N,29,366,138,30,9,39,40,11,2,25,40,115,50,40,32,23,6
JAMISAN01 ,Antawn,Jamison,N,15,489,250,57,31,88,14,12,6,21,39,219,99,47,33,42,19
JAROSTO01 ,Tony,Jaros,N,9,0,21,0,0,7,6,0,0,0,13,23,6,13,9,0,0
JEFFEAL01 ,Al,Jefferson,N,7,136,43,28,17,45,2,4,8,4,16,41,17,12,9,0,0
JEFFERI01 ,Richard,Jefferson,N,55,1752,701,243,67,310,123,44,21,123,156,553,249,284,192,48,11
JEFFRJA01 ,Jared,Jeffries,N,10,247,64,22,19,41,18,9,9,13,34,49,24,17,13,6,3
JENNIKE01 ,Keith,Jennings,N,3,39,15,4,1,5,4,1,0,4,11,13,4,7,6,5,1
JENTCH01  ,Chris,Jent,N,11,62,13,8,1,9,7,2,0,3,7,20,5,0,0,13,3
JOHNSAN01 ,Andy,Johnson,N,12,233,100,0,0,55,22,0,0,0,37,89,35,56,30,0,0
JOHNSAN02 ,Anthony,Johnson,N,74,1042,280,88,19,107,150,35,10,57,110,259,97,85,67,61,19
JOHNSAR01 ,Arnie,Johnson,N,22,166,216,0,0,157,69,0,0,0,106,146,62,122,92,0,0
JOHNSAV01 ,Avery,Johnson,N,90,2807,949,144,42,186,562,102,11,171,174,819,398,230,152,16,1
JOHNSBU01 ,Buck,Johnson,N,20,382,130,28,21,49,30,12,5,21,46,125,53,33,24,2,0
JOHNSCH01 ,Charlie,Johnson,N,85,1723,722,0,0,207,142,33,3,0,201,806,321,107,80,0,0
JOHNSCL01 ,Clemon,Johnson,N,66,1118,270,122,99,238,26,33,52,45,139,230,107,92,56,2,0
JOHNSCL02 ,Clay,Johnson,N,17,67,24,4,4,8,3,3,0,2,12,20,11,2,2,2,0
JOHNSDE01 ,Dennis,Johnson,N,180,7004,3116,405,171,781,1006,247,113,373,575,2661,1167,943,756,109,26
JOHNSDE03 ,Dermarr,Johnson,N,7,95,29,7,3,10,5,2,3,0,11,25,11,3,3,14,4
JOHNSED01 ,Ed,Johnson,A,7,216,94,0,0,67,5,0,0,0,0,69,32,52,30,0,0
JOHNSED02 ,Eddie,Johnson,N,37,885,442,37,10,86,150,31,6,34,79,359,174,117,91,11,3
JOHNSED03 ,Eddie,Johnson,N,89,2114,1168,199,113,312,102,46,13,98,199,1054,452,228,197,216,67
JOHNSER01 ,Ervin,Johnson,N,74,1571,265,314,150,464,36,38,82,40,218,224,104,85,57,0,0
JOHNSER02 ,Eric,Johnson,N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOHNSFR01 ,Frank,Johnson,N,54,801,290,43,20,63,126,31,0,60,87,257,102,91,78,29,8
JOHNSGE01 ,George,Johnson,N,50,868,237,39,24,315,43,5,23,7,131,179,99,63,39,0,0
JOHNSGE02 ,George,Johnson,A,4,96,6,0,0,24,9,0,0,0,16,9,3,0,0,0,0
JOHNSGE02 ,George,Johnson,N,11,35,15,0,0,11,2,0,0,0,9,13,7,2,1,0,0
JOHNSGE03 ,George,Johnson,N,7,47,21,7,4,11,1,0,0,3,3,16,10,0,0,1,1
JOHNSGU01 ,Gus,Johnson,A,17,184,42,0,0,69,15,0,0,0,27,59,15,16,12,0,0
JOHNSGU01 ,Gus,Johnson,N,34,1125,452,0,0,330,76,0,0,0,110,446,177,129,98,0,0
JOHNSJO01 ,John,Johnson,N,73,2002,711,65,51,359,275,39,12,67,195,656,295,173,121,1,0
JOHNSJO02 ,Joe,Johnson,N,15,519,201,52,13,65,38,14,6,22,33,176,77,38,25,49,22
JOHNSKE01 ,Kevin,Johnson,N,105,3879,2026,279,70,349,935,132,30,354,233,1504,705,713,594,90,22
JOHNSKE02 ,Ken,Johnson,N,2,11,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0
JOHNSLA01 ,Larry,Johnson,N,66,2397,937,249,102,351,134,55,11,121,202,727,351,245,188,155,47
JOHNSMA01 ,Magic,Johnson,N,190,7538,3701,1116,349,1465,2346,358,64,696,524,2552,1291,1274,1068,212,51
JOHNSMA02 ,Marques,Johnson,N,54,2112,1163,177,138,427,198,56,45,97,156,964,471,311,218,13,3
JOHNSMI01 ,Mickey,Johnson,N,22,559,302,49,41,129,40,19,10,37,74,234,109,101,84,4,0
JOHNSNA01 ,Nate,Johnston,N,3,19,13,4,2,6,1,1,1,0,5,11,6,1,1,0,0
JOHNSNE01 ,Neil,Johnson,A,17,351,143,0,0,121,37,0,0,0,70,118,54,52,35,0,0
JOHNSNE02 ,Neil,Johnston,N,31,779,373,0,0,287,80,0,0,0,89,344,132,147,109,0,0
JOHNSOL01 ,Ollie,Johnson,N,16,209,78,3,2,31,10,3,2,2,21,77,33,12,12,1,0
JOHNSRE01 ,Reggie,Johnson,N,28,448,111,57,28,85,31,11,21,21,68,89,41,38,29,0,0
JOHNSRI01 ,Rich,Johnson,N,2,4,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0
JOHNSST01 ,Steve,Johnson,A,15,569,226,0,0,93,33,0,0,0,32,264,103,25,20,0,0
JOHNSST01 ,Steve,Johnson,N,13,246,111,32,23,55,6,4,2,20,40,91,37,59,37,0,0
JOHNSVI01 ,Vinnie,Johnson,N,116,2671,1387,197,167,364,306,65,22,142,234,1275,578,284,214,62,17
JOLLIHO01 ,Howie,Jolliff,N,13,112,24,0,0,53,15,0,0,0,21,22,8,8,8,0,0
JONESAL01 ,Alvin,Jones,N,2,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
JONESAN01 ,Anthony,Jones,N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JONESBO01 ,Bobby,Jones,A,26,859,347,0,0,223,97,0,0,0,102,256,143,81,61,0,0
JONESBO01 ,Bobby,Jones,N,125,3431,1453,274,160,614,284,115,142,148,400,1034,553,429,347,3,0
JONESCA01 ,Caldwell,Jones,A,6,277,83,0,0,94,15,0,0,0,19,88,36,16,11,0,0
JONESCA01 ,Caldwell,Jones,N,119,3466,814,446,170,993,147,42,183,117,426,665,322,224,170,4,0
JONESCH01 ,Charles,Jones,N,44,591,66,72,36,108,13,13,31,17,115,54,23,36,20,1,0
JONESCH03 ,Charles,Jones,N,4,36,12,3,1,4,3,0,3,3,4,6,3,6,6,0,0
JONESDA01 ,Damon,Jones,N,30,823,274,76,6,82,122,17,0,32,52,205,96,40,25,139,57
JONESDA02 ,Dahntay,Jones,N,3,71,22,7,2,9,1,1,0,2,8,21,8,4,3,5,3
JONESDW01 ,Dwight,Jones,N,33,625,209,63,30,156,33,7,9,25,75,171,80,60,49,0,0
JONESED01 ,Eddie,Jones,N,71,2559,980,254,53,307,181,100,59,104,219,760,330,255,201,307,119
JONESED02 ,Edgar,Jones,N,15,238,100,36,25,61,20,8,14,20,50,80,37,41,26,3,0
JONESFR01 ,Fred,Jones,N,27,496,119,52,4,56,29,15,9,24,44,105,41,20,17,45,20
JONESJA01 ,Jake,Jones,A,71,2853,1540,0,0,371,340,0,0,0,244,1155,602,448,336,0,0
JONESJA01 ,Jake,Jones,N,18,371,130,0,0,39,31,0,0,0,36,109,51,32,28,0,0
JONESJA02 ,James,Jones,N,13,214,52,22,5,27,10,7,7,4,18,46,19,9,4,25,10
JONESJO01 ,Johnny,Jones,N,5,10,6,0,0,4,0,0,0,0,2,6,3,0,0,0,0
JONESJU01 ,Jumaine,Jones,N,29,483,133,53,36,89,19,10,11,14,37,134,55,21,15,36,8
JONESKC01 ,K.c.,Jones,N,105,2494,668,0,0,320,396,0,0,0,335,656,241,269,186,0,0
JONESLA01 ,Larry,Jones,A,30,1189,635,0,0,160,158,0,0,0,99,485,220,238,195,0,0
JONESLA01 ,Larry,Jones,N,5,25,17,0,0,4,2,0,0,0,5,12,5,11,7,0,0
JONESMA01 ,Major,Jones,N,13,92,24,11,7,18,5,3,2,2,15,22,11,5,2,0,0
JONESNI01 ,Nick,Jones,N,7,84,33,0,0,5,7,0,0,0,9,28,8,20,17,0,0
JONESOZ01 ,Ozell,Jones,N,5,73,17,12,5,17,4,1,4,7,18,11,8,6,1,0,0
JONESRI01 ,Rich,Jones,A,39,1177,452,0,0,255,89,0,0,0,126,496,195,92,62,0,0
JONESRO01 ,Robin,Jones,N,19,105,36,0,0,23,9,0,0,0,24,32,15,9,6,0,0
JONESSA01 ,Sam,Jones,N,154,4654,2909,0,0,720,358,0,0,0,395,2572,1149,753,611,0,0
JONESST01 ,Steve,Jones,A,37,1224,559,0,0,144,61,0,0,0,132,505,224,141,111,0,0
JONESWA01 ,Wali,Jones,A,5,46,22,0,0,2,4,0,0,0,6,21,8,6,6,0,0
JONESWA01 ,Wali,Jones,N,70,1761,833,0,0,166,202,0,0,0,234,821,333,215,167,0,0
JONESWA02 ,Wallace,Jones,N,6,8,75,0,0,0,22,0,0,0,28,76,23,34,29,0,0
JONESWI01 ,Wil,Jones,A,29,936,323,0,0,216,81,0,0,0,118,306,142,47,39,0,0
JONESWI02 ,Willie,Jones,N,16,287,157,0,0,37,43,0,0,0,43,158,66,29,25,0,0
JORDACH01 ,Charles,Jordan,A,2,18,2,0,0,5,2,0,0,0,9,6,1,0,0,0,0
JORDAED01 ,Eddie,Jordan,N,7,93,38,0,0,15,23,10,3,1,6,40,15,9,8,1,0
JORDAMI01 ,Michael,Jordan,N,179,7474,5987,847,305,1152,1022,376,158,546,541,4497,2188,1766,1463,446,148
JORDARE01 ,Reggie,Jordan,N,12,88,29,11,4,15,12,6,1,3,12,21,12,9,4,1,1
JORDOPH01 ,Phil,Jordon,N,9,161,84,0,0,36,7,0,0,0,24,75,27,38,30,0,0
JORGENO01 ,Noble,Jorgensen,N,19,194,177,0,0,58,23,0,0,0,75,148,59,89,59,0,0
JOYCEKE01 ,Kevin,Joyce,A,37,846,280,0,0,43,87,0,0,0,89,300,115,63,50,0,0
JUDKIJE01 ,Jeff,Judkins,N,7,10,9,1,3,4,0,1,0,0,0,8,4,0,0,3,1
KAFTAGE01 ,George,Kaftan,N,21,232,93,0,0,36,24,0,0,0,48,84,32,45,29,0,0
KALAFED01 ,Ed,Kalafat,N,15,235,103,0,0,63,11,0,0,0,49,79,32,60,39,0,0
KARLGE01  ,George,Karl,A,17,245,59,0,0,22,45,0,0,0,36,58,24,18,11,0,0
KARLGE01  ,George,Karl,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATKALE01 ,Leo,Katkaveck,N,2,0,6,0,0,0,3,0,0,0,7,13,2,3,2,0,0
KAUFFBO01 ,Bob,Kauffman,N,5,24,6,0,0,7,6,0,0,0,5,6,2,5,2,0,0
KEEFEAD01 ,Adam,Keefe,N,64,676,190,103,47,150,19,20,9,28,83,134,73,66,43,2,1
KEELIHA01 ,Harold,Keeling,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KELLEGA01 ,Gary,Keller,A,16,199,93,0,0,73,11,0,0,0,39,88,37,33,19,0,0
KELLERI01 ,Rich,Kelley,N,45,860,259,151,95,246,105,39,24,69,133,197,92,94,75,2,0
KELLYAR01 ,Arvesta,Kelly,A,13,77,33,0,0,16,5,0,0,0,22,36,13,8,7,0,0
KELSEGR01 ,Greg,Kelser,N,5,25,8,5,4,9,2,1,0,2,6,7,2,4,4,0,0
KELSOBE01 ,Ben,Kelso,N,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
KEMPSH01  ,Shawn,Kemp,N,88,2937,1522,539,314,853,161,99,137,275,346,1032,514,616,491,15,3
KEMPTTI01 ,Tim,Kempton,N,6,121,44,10,11,21,12,3,0,6,17,34,17,10,10,0,0
KENNEEU01 ,Eugene,Kennedy,A,16,165,73,0,0,42,6,0,0,0,31,62,29,20,15,0,0
KENNEEU01 ,Eugene,Kennedy,N,6,35,12,0,0,12,0,0,0,0,6,10,5,2,2,0,0
KENONLA01 ,Larry,Kenon,A,26,946,477,0,0,307,46,0,0,0,66,423,209,78,59,0,0
KENONLA01 ,Larry,Kenon,N,31,1031,501,17,23,270,82,29,4,6,84,508,218,93,65,1,0
KENVIBI01 ,Bill,Kenville,N,41,761,284,0,0,116,60,0,0,0,103,224,89,153,106,0,0
KERRIJA01 ,Jack,Kerris,N,11,94,92,0,0,40,24,0,0,0,47,86,30,55,32,0,0
KERRST01  ,Steve,Kerr,N,128,1997,553,83,27,110,156,63,3,41,142,451,192,97,85,227,84
KERSEJE01 ,Jerome,Kersey,N,126,3394,1557,440,283,723,233,168,80,163,427,1277,599,491,357,21,2
KESSLAL01 ,Alec,Kessler,N,2,12,2,1,0,1,0,0,0,1,1,2,0,2,2,0,0
KEYEJU01  ,Julius,Keye,A,19,643,129,0,0,210,42,0,0,0,62,135,57,31,15,0,0
KEYSRA01  ,Randolph,Keys,N,1,12,0,3,0,3,1,0,0,2,1,3,0,0,0,1,0
KIDDJA01  ,Jason,Kidd,N,77,3210,1279,420,131,551,690,156,24,267,180,1169,458,340,267,356,96
KILEYJA01 ,Jack,Kiley,N,1,2,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0
KILLUER01 ,Ernie,Killum,N,2,4,4,0,0,0,0,0,0,0,1,1,1,3,2,0,0
KIMBATO01 ,Toby,Kimball,N,14,237,71,0,0,83,6,0,0,0,21,67,28,27,15,0,0
KIMBLBO01 ,Bo,Kimble,N,3,5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0
KINGAL01  ,Albert,King,N,21,624,327,66,44,110,49,26,8,47,81,298,135,74,54,9,3
KINGBE01  ,Bernard,King,N,28,934,687,70,40,121,65,24,6,56,94,481,269,203,148,4,1
KINGCH01  ,Chris,King,N,2,7,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0
KINGGE01  ,George,King,N,39,1327,428,0,0,149,180,0,0,0,113,382,142,212,144,0,0
KINGGE03  ,Gerard,King,N,8,14,4,4,0,4,1,0,1,1,2,4,2,0,0,0,0
KINGJI01  ,Jim,King,N,73,1452,602,0,0,246,182,0,0,0,194,564,246,151,110,0,0
KINGRE01  ,Reggie,King,N,23,788,354,122,69,191,35,21,13,44,73,281,137,111,80,1,0
KINGST01  ,Stacey,King,N,61,719,264,83,53,136,31,21,15,50,98,227,89,114,84,4,2
