ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
BATTLJO01 ,1993,John,Battle,CLE,N,1,8,3,0,0,0,2,0,0,0,0,1,1,0,1,0,0
BENJABE01 ,1993,Benoit,Benjamin,NJN,N,4,108,21,16,5,21,1,2,8,5,16,17,7,8,7,0,0
BENOIDA01 ,1993,David,Benoit,UTA,N,16,357,115,44,23,67,10,7,11,16,31,122,48,25,16,16,3
BLACKRO01 ,1993,Rolando,Blackman,NYK,N,6,34,8,2,1,3,3,0,0,1,6,11,3,0,0,4,2
BLAYLMO01 ,1993,Mookie,Blaylock,ATL,N,11,415,143,39,16,55,98,24,5,32,22,141,48,30,25,64,22
BONDWA01  ,1993,Walter,Bond,UTA,N,4,13,1,1,0,1,0,1,0,0,4,2,0,2,1,1,0
BONNEAN01 ,1993,Anthony,Bonner,NYK,N,13,118,27,13,15,28,2,5,0,13,22,22,10,13,7,0,0
BOWIEAN01 ,1993,Anthony,Bowie,ORL,N,2,13,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
BRANDTE01 ,1993,Terrell,Brandon,CLE,N,3,56,26,3,1,4,5,1,0,1,1,19,12,3,2,0,0
BROOKKE01 ,1993,Kevin,Brooks,DEN,N,2,5,5,1,1,2,0,0,0,0,0,7,2,2,1,1,0
BROOKSC01 ,1993,Scott,Brooks,HOU,N,5,23,11,1,1,2,3,0,0,0,3,6,5,1,0,1,1
BROWNPJ01 ,1993,P.j.,Brown,NJN,N,4,56,12,4,4,8,3,0,2,3,13,9,2,8,8,0,0
BRYANMA01 ,1993,Mark,Bryant,POR,N,4,64,10,6,6,12,2,2,2,3,7,17,5,0,0,2,0
BULLAMA01 ,1993,Matt,Bullard,HOU,N,10,55,16,8,2,10,0,1,2,0,6,19,4,8,6,10,2
BURTOWI01 ,1993,Willie,Burton,MIA,N,2,11,2,0,0,0,0,0,0,1,3,4,1,0,0,2,0
CAGEMI01  ,1993,Michael,Cage,SEA,N,5,93,14,17,10,27,4,4,5,3,15,16,6,6,2,0,0
CARRAN01  ,1993,Antoine,Carr,SAS,N,3,37,18,0,1,1,3,1,2,0,7,11,5,9,8,0,0
CARTWBI01 ,1993,Bill,Cartwright,CHI,N,9,189,41,25,19,44,11,3,2,6,26,43,14,16,13,0,0
CASSESA01 ,1993,Sam,Cassell,HOU,N,22,478,207,40,19,59,93,21,5,47,62,160,63,74,64,45,17
CEBALCE01 ,1993,Cedric,Ceballos,PHO,N,10,212,101,28,16,44,8,8,2,11,9,93,43,18,15,2,0
CHAMBTO01 ,1993,Tom,Chambers,UTA,N,16,325,93,29,16,45,12,5,9,8,50,97,35,29,23,7,0
COLEMDE01 ,1993,Derrick,Coleman,NJN,N,4,173,98,38,19,57,10,2,5,18,12,68,27,50,39,9,5
COLESBI01 ,1993,Bimbo,Coles,MIA,N,5,140,69,12,2,14,17,7,1,11,15,47,25,23,18,4,1
CONNELE01 ,1993,Lester,Conner,IND,N,6,22,6,3,1,4,0,1,0,0,2,5,2,2,2,0,0
CORBITY01 ,1993,Tyrone,Corbin,UTA,N,16,413,100,54,25,79,15,21,3,11,31,106,41,15,14,12,4
CROTTJO01 ,1993,John,Crotty,UTA,N,8,38,12,3,0,3,9,1,0,1,6,11,4,2,2,2,2
CUMMITE01 ,1993,Terry,Cummings,SAS,N,4,72,32,15,10,25,2,5,3,4,10,22,11,12,10,0,0
CURETEA01 ,1993,Earl,Cureton,HOU,N,10,100,18,23,6,29,2,1,2,3,20,10,8,2,2,0,0
DANIELL01 ,1993,Lloyd,Daniels,SAS,N,4,66,22,7,2,9,3,0,1,2,4,20,8,2,2,8,4
DAVISAN01 ,1993,Antonio,Davis,IND,N,16,401,134,69,37,106,7,11,18,22,47,89,48,66,37,1,1
DAVISDA01 ,1993,Dale,Davis,IND,N,16,578,123,96,63,159,11,18,17,30,52,106,56,36,11,1,0
DAVISHU01 ,1993,Hubert,Davis,NYK,N,23,396,121,16,5,21,26,5,3,23,43,121,44,32,23,35,10
DELEBI01  ,1993,Bison,Dele,DEN,N,12,289,111,56,33,89,11,4,11,17,36,76,42,41,27,0,0
DELNEVI01 ,1993,Vinny,Del Negro,SAS,N,4,93,29,6,1,7,18,1,0,6,6,27,12,5,3,4,2
DREXLCL01 ,1993,Clyde,Drexler,POR,N,4,157,84,31,10,41,22,8,2,9,7,73,31,23,19,13,3
DUDLECH02 ,1993,Chris,Dudley,POR,N,4,81,9,10,5,15,0,6,0,1,16,10,4,2,1,0,0
EDWARDO01 ,1993,Doug,Edwards,ATL,N,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EDWARKE01 ,1993,Kevin,Edwards,NJN,N,4,148,49,8,8,16,9,5,1,9,9,50,18,14,13,2,0
EHLOCR01  ,1993,Craig,Ehlo,ATL,N,11,317,125,19,11,30,40,11,0,13,32,118,50,24,17,23,8
ELIEMA01  ,1993,Mario,Elie,HOU,N,23,382,134,31,9,40,38,8,3,21,30,106,42,47,40,32,10
ELLISDA01 ,1993,Dale,Ellis,SAS,N,4,114,42,7,3,10,1,3,0,4,6,43,17,5,3,17,5
ELLISLA01 ,1993,Laphonso,Ellis,DEN,N,12,436,177,70,27,97,26,9,11,19,46,142,68,54,38,6,3
ENGLIJO01 ,1993,Jojo,English,CHI,N,7,58,14,2,1,3,2,1,1,1,4,12,5,6,3,4,1
EWINGPA01 ,1993,Patrick,Ewing,NYK,N,25,1032,547,205,88,293,65,32,76,83,94,481,210,163,123,11,4
FERREDU01 ,1993,Duane,Ferrell,ATL,N,11,187,78,9,22,31,17,5,3,5,24,63,25,36,27,4,1
FERRYDA01 ,1993,Danny,Ferry,CLE,N,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
FLEMIVE01 ,1993,Vern,Fleming,IND,N,16,247,95,9,12,21,38,10,1,22,27,76,39,20,17,5,0
FLOYDSL01 ,1993,Sleepy,Floyd,SAS,N,4,37,6,1,0,1,1,0,0,4,3,8,2,4,2,0,0
GAINECO01 ,1993,Corey,Gaines,NYK,N,4,28,0,2,0,2,2,0,0,0,4,4,0,0,0,1,0
GATLICH01 ,1993,Chris,Gatling,GSW,N,3,54,26,10,7,17,4,2,1,2,10,13,8,13,10,0,0
GEIGEMA01 ,1993,Matt,Geiger,MIA,N,2,11,1,4,0,4,0,0,0,0,1,2,0,2,1,0,0
GILLIAR01 ,1993,Armen,Gilliam,NJN,N,4,112,42,24,1,25,1,2,7,3,7,34,15,16,12,1,0
GILLKE01  ,1993,Kendall,Gill,SEA,N,5,153,67,17,7,24,10,6,1,6,12,60,26,21,13,9,2
GRAHAPA01 ,1993,Paul,Graham,ATL,N,1,2,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0
GRANTHA01 ,1993,Harvey,Grant,POR,N,4,76,34,4,5,9,3,1,2,1,2,33,17,0,0,0,0
GRANTHO01 ,1993,Horace,Grant,CHI,N,10,393,162,44,30,74,26,10,18,10,23,120,65,42,31,1,1
GRANTJO01 ,1993,Josh,Grant,GSW,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAYEJE01 ,1993,Jeff,Grayer,GSW,N,3,46,24,5,1,6,1,1,1,2,7,20,11,3,2,0,0
GREENAC01 ,1993,A.c.,Green,PHO,N,10,350,125,55,29,84,13,10,2,7,22,83,40,62,38,17,7
HALEYJA01 ,1993,Jack,Haley,SAS,N,3,11,13,4,3,7,2,0,0,0,3,8,4,6,5,0,0
HAMMOTO01 ,1993,Tom,Hammonds,DEN,N,8,49,9,8,5,13,2,0,0,1,6,9,2,6,5,0,0
HARDAAN01 ,1993,Anfernee,Hardaway,ORL,N,3,133,56,12,8,20,21,5,6,20,10,50,22,10,7,11,5
HARPEDE01 ,1993,Derek,Harper,NYK,N,23,750,263,41,13,54,103,42,1,41,63,231,99,56,36,85,29
HENRYSK01 ,1993,Skeeter,Henry,PHO,N,3,16,2,2,1,3,3,0,0,1,1,6,1,0,0,2,0
HERRECA01 ,1993,Carl,Herrera,HOU,N,16,248,75,31,14,45,3,5,3,7,37,58,31,16,13,0,0
HIGGIRO01 ,1993,Rod,Higgins,CLE,N,3,57,11,2,2,4,4,1,1,3,10,11,4,2,1,7,2
HILLTY01  ,1993,Tyrone,Hill,CLE,N,3,123,42,17,14,31,4,1,1,8,14,27,11,37,20,0,0
HORNAJE01 ,1993,Jeff,Hornacek,UTA,N,16,558,247,28,11,39,64,24,6,28,45,179,85,68,62,34,15
HORRYRO01 ,1993,Robert,Horry,HOU,N,23,778,269,101,40,141,82,35,20,27,68,226,98,51,39,89,34
HOUSTBY01 ,1993,Byron,Houston,GSW,N,3,46,15,3,2,5,3,1,2,0,9,8,6,5,3,0,0
HOWARST01 ,1993,Stephen,Howard,UTA,N,10,27,14,7,3,10,0,0,0,2,11,11,3,11,8,0,0
HUMPHJA01 ,1993,Jay,Humphries,UTA,N,16,356,118,29,8,37,39,13,2,16,45,108,46,28,19,22,7
JACKSJA01 ,1993,Jaren,Jackson,POR,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JENNIKE01 ,1993,Keith,Jennings,GSW,N,3,39,15,4,1,5,4,1,0,4,11,13,4,7,6,5,1
JENTCH01  ,1993,Chris,Jent,HOU,N,11,62,13,8,1,9,7,2,0,3,7,20,5,0,0,13,3
JOHNSAV01 ,1993,Avery,Johnson,GSW,N,3,41,18,3,0,3,10,4,1,3,2,17,9,0,0,1,0
JOHNSER01 ,1993,Ervin,Johnson,SEA,N,2,8,0,4,0,4,0,0,0,1,1,1,0,0,0,0,0
JOHNSFR01 ,1993,Frank,Johnson,PHO,N,7,46,3,2,2,4,5,2,0,3,6,12,1,2,1,2,0
JOHNSKE01 ,1993,Kevin,Johnson,PHO,N,10,427,266,25,10,35,96,10,1,34,23,212,97,81,69,10,3
KEEFEAD01 ,1993,Adam,Keefe,ATL,N,7,62,16,10,3,13,2,1,1,4,9,10,6,9,4,0,0
KEMPSH01  ,1993,Shawn,Kemp,SEA,N,5,206,74,29,20,49,17,10,12,14,18,70,26,33,22,0,0
KEMPTTI01 ,1993,Tim,Kempton,CLE,N,3,89,26,6,10,16,8,3,0,4,9,25,10,6,6,0,0
KERRST01  ,1993,Steve,Kerr,CHI,N,10,186,35,12,2,14,10,7,0,1,13,36,13,3,3,16,6
KERSEJE01 ,1993,Jerome,Kersey,POR,N,3,38,11,4,5,9,0,1,1,0,5,16,5,5,1,0,0
KINGCH01  ,1993,Chris,King,SEA,N,2,7,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0
KLEINJO01 ,1993,Joe,Kleine,PHO,N,8,81,28,12,5,17,3,1,4,2,15,28,12,6,4,0,0
KNIGHNE01 ,1993,Negele,Knight,SAS,N,4,108,37,3,3,6,12,3,0,7,9,41,13,12,11,3,0
KONCAJO01 ,1993,Jon,Koncak,ATL,N,11,195,58,25,5,30,13,6,12,6,32,66,27,10,4,0,0
KRYSTLA01 ,1993,Larry,Krystkowiak,ORL,N,3,92,18,18,7,25,9,3,2,2,10,18,7,4,4,0,0
KUKOCTO01 ,1993,Toni,Kukoc,CHI,N,10,194,93,29,11,40,36,5,3,17,15,67,30,34,25,19,8
LANGAN01  ,1993,Andrew,Lang,ATL,N,11,234,75,32,15,47,5,6,20,15,35,63,29,22,17,1,0
LONGGR01  ,1993,Grant,Long,MIA,N,4,110,49,8,10,18,7,3,2,10,16,36,14,27,21,0,0
LONGLLU01 ,1993,Luc,Longley,CHI,N,10,170,63,32,13,45,18,6,8,21,38,50,25,18,13,0,0
MAHORRI01 ,1993,Rick,Mahorn,NJN,N,3,19,0,3,1,4,0,0,1,1,7,1,0,0,0,0,0
MAJERDA01 ,1993,Dan,Majerle,PHO,N,10,410,123,28,15,43,24,11,4,10,23,127,46,16,11,59,20
MALONKA01 ,1993,Karl,Malone,UTA,N,16,703,434,146,52,198,54,23,13,34,59,338,158,160,118,4,0
MANNIDA01 ,1993,Danny,Manning,ATL,N,11,426,220,49,28,77,37,15,9,26,39,172,84,66,52,0,0
MASONAN01 ,1993,Anthony,Mason,NYK,N,25,660,189,93,53,146,46,15,5,36,66,137,67,77,55,0,0
MAXWEVE01 ,1993,Vernon,Maxwell,HOU,N,23,880,318,69,12,81,96,20,2,49,55,314,118,54,37,138,45
MCKEYDE01 ,1993,Derrick,Mckey,IND,N,16,587,155,66,32,98,67,26,9,40,59,142,58,47,31,24,8
MCMILNA01 ,1993,Nate,Mcmillan,SEA,N,5,109,21,10,6,16,10,6,1,5,18,25,8,4,1,11,4
MEEDA01   ,1993,Darnell,Mee,DEN,N,3,30,7,2,0,2,2,3,0,3,4,6,3,0,0,4,1
MILLEOL01 ,1993,Oliver,Miller,PHO,N,10,146,35,30,14,44,13,6,12,13,22,27,16,7,3,0,0
MILLERE01 ,1993,Reggie,Miller,IND,N,16,576,371,37,11,48,46,21,4,32,34,270,121,112,94,83,35
MILLSCH01 ,1993,Chris,Mills,CLE,N,3,112,51,13,10,23,8,7,1,5,9,38,19,11,9,5,4
MINERHA01 ,1993,Harold,Miner,MIA,N,4,57,32,5,3,8,2,1,0,2,4,26,12,11,8,0,0
MITCHSA01 ,1993,Sam,Mitchell,IND,N,15,99,21,12,5,17,5,2,2,4,22,26,9,4,3,1,0
MORRICH01 ,1993,Chris,Morris,NJN,N,4,98,37,11,11,22,7,5,5,6,14,43,12,10,10,20,3
MULLICH01 ,1993,Chris,Mullin,GSW,N,3,135,76,10,4,14,11,0,5,7,4,51,30,11,10,12,6
MURRATR01 ,1993,Tracy,Murray,POR,N,2,11,6,0,3,3,1,1,0,0,3,6,3,0,0,1,0
MUTOMDI01 ,1993,Dikembe,Mutombo,DEN,N,12,511,159,104,40,144,21,8,69,30,42,108,50,98,59,0,0
MYERSPE01 ,1993,Pete,Myers,CHI,N,10,235,70,9,10,19,28,8,4,17,21,56,29,21,12,4,0
NEWMAJO01 ,1993,Johnny,Newman,NJN,N,4,54,12,3,2,5,2,2,2,3,11,13,3,7,5,4,1
OAKLECH01 ,1993,Charles,Oakley,NYK,N,25,992,329,176,116,292,59,35,5,65,87,262,125,102,79,0,0
OLAJUHA01 ,1993,Hakeem,Olajuwon,HOU,N,23,989,664,199,55,254,98,40,92,83,82,514,267,161,128,4,2
ONEASH01  ,1993,Shaquille,O'neal,ORL,N,3,126,62,23,17,40,7,2,9,10,13,45,23,34,16,0,0
OWENSBI01 ,1993,Billy,Owens,GSW,N,3,127,59,18,12,30,13,4,2,7,11,50,25,12,9,1,0
PACKRO01  ,1993,Robert,Pack,DEN,N,12,332,141,23,5,28,51,18,6,46,41,118,48,55,39,20,6
PAXSOJO01 ,1993,John,Paxson,CHI,N,9,58,6,1,0,1,5,2,0,0,6,7,3,0,0,1,0
PAYTOGA01 ,1993,Gary,Payton,SEA,N,5,181,79,11,6,17,28,8,2,8,15,69,34,19,8,9,3
PERKISA01 ,1993,Sam,Perkins,SEA,N,5,141,49,30,6,36,4,4,2,6,15,42,14,17,15,14,6
PERRYEL01 ,1993,Elliot,Perry,PHO,N,4,13,2,0,0,0,1,1,0,1,2,7,1,0,0,0,0
PHILLBO01 ,1993,Bobby,Phills,CLE,N,3,68,20,9,5,14,7,2,0,5,11,24,9,2,1,1,1
PIERCRI01 ,1993,Ricky,Pierce,SEA,N,5,74,40,1,4,5,3,1,0,9,8,31,14,17,12,0,0
PIPPESC01 ,1993,Scottie,Pippen,CHI,N,10,384,228,66,17,83,46,24,7,37,33,196,85,52,46,45,12
PORTETE01 ,1993,Terry,Porter,POR,N,4,76,41,11,1,12,9,4,0,2,3,35,12,14,11,14,6
PRICEMA01 ,1993,Mark,Price,CLE,N,3,102,45,5,1,6,14,4,0,9,6,43,15,14,13,9,2
RANDAMA01 ,1993,Mark,Randall,DEN,N,2,6,0,4,1,5,0,0,1,1,1,1,0,0,0,0,0
REIDJR01  ,1993,J.r.,Reid,SAS,N,4,56,15,9,3,12,3,1,2,1,10,21,6,5,3,0,0
RICEGL01  ,1993,Glen,Rice,MIA,N,5,195,65,30,6,36,10,11,2,14,14,68,26,8,6,23,7
ROBINCL02 ,1993,Clifford,Robinson,POR,N,4,149,65,14,11,25,10,3,6,11,13,68,28,8,7,9,2
ROBINDA01 ,1993,David,Robinson,SAS,N,4,146,80,27,13,40,14,3,10,9,14,73,30,27,20,1,0
ROBINJA03 ,1993,James,Robinson,POR,N,4,28,10,1,2,3,6,1,1,0,2,10,4,2,1,2,1
RODMADE01 ,1993,Dennis,Rodman,SAS,N,3,114,25,24,24,48,2,6,4,6,14,24,12,6,1,5,0
ROGERRO01 ,1993,Rodney,Rogers,DEN,N,12,190,61,13,8,21,16,7,6,8,25,49,19,27,17,19,6
ROLLITR01 ,1993,Tree,Rollins,ORL,N,3,29,4,0,3,3,0,1,1,0,9,5,2,0,0,0,0
ROYALDO01 ,1993,Donald,Royal,ORL,N,3,45,21,3,1,4,5,1,0,2,3,14,6,12,9,0,0
RUSSEBR01 ,1993,Bryon,Russell,UTA,N,6,36,16,5,4,9,3,0,0,1,3,10,4,6,6,3,2
SALLEJO01 ,1993,John,Salley,MIA,N,5,201,55,24,16,40,8,2,5,6,21,57,22,16,11,0,0
SCHEFST01 ,1993,Steve,Scheffler,SEA,N,1,9,5,0,0,0,3,0,0,1,0,1,1,0,1,0,2
SCHREDE01 ,1993,Detlef,Schrempf,SEA,N,5,174,93,19,8,27,10,1,3,8,21,50,26,45,39,6,2
SCOTTBY01 ,1993,Byron,Scott,IND,N,16,239,125,23,10,33,20,12,2,25,22,96,38,51,40,19,9
SCOTTDE01 ,1993,Dennis,Scott,ORL,N,3,99,43,5,1,6,3,2,3,8,7,41,14,10,8,22,7
SEIKARO01 ,1993,Rony,Seikaly,MIA,N,5,165,41,28,19,47,8,4,7,11,22,32,14,23,13,0,0
SHAWBR01  ,1993,Brian,Shaw,MIA,N,5,112,39,17,3,20,9,4,1,13,8,41,16,12,7,13,0
SKILESC01 ,1993,Scott,Skiles,ORL,N,2,23,9,0,1,1,3,0,0,5,2,8,4,1,1,2,0
SMITHCH01 ,1993,Charles,Smith,NYK,N,25,612,221,61,34,95,25,12,24,32,92,177,85,70,51,3,0
SMITHKE01 ,1993,Kenny,Smith,HOU,N,23,696,248,49,5,54,94,22,4,33,40,189,86,52,42,76,34
SMITHST01 ,1993,Steve,Smith,MIA,N,5,192,96,13,17,30,11,4,2,10,12,80,33,25,21,22,9
SMITSRI01 ,1993,Rik,Smits,IND,N,16,450,256,61,23,84,31,10,9,43,64,218,103,62,50,0,0
SPENCFE01 ,1993,Felton,Spencer,UTA,N,16,492,127,74,61,135,7,3,20,24,73,105,47,50,33,0,0
SPREWLA01 ,1993,Latrell,Sprewell,GSW,N,3,122,68,8,1,9,21,2,3,9,15,60,26,12,8,23,8
STARKJO01 ,1993,John,Starks,NYK,N,25,840,364,49,9,58,114,35,2,57,86,289,110,126,97,132,47
STITHBR01 ,1993,Bryant,Stith,DEN,N,12,413,136,33,23,56,26,11,2,14,23,102,43,60,50,1,0
STOCKJO01 ,1993,John,Stockton,UTA,N,16,597,231,38,14,52,157,27,8,40,44,193,88,63,51,24,4
STRICRO01 ,1993,Rod,Strickland,POR,N,4,154,94,13,3,16,39,4,2,10,13,72,36,27,22,1,0
THOMPLA01 ,1993,Lasalle,Thompson,IND,N,7,39,10,7,3,10,5,3,1,4,9,11,4,3,2,0,0
THORPOT01 ,1993,Otis,Thorpe,HOU,N,23,854,261,160,68,228,54,13,10,37,86,194,111,67,38,2,1
WALTERE01 ,1993,Rex,Walters,NJN,N,1,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0
WEBBECH01 ,1993,Chris,Webber,GSW,N,3,109,47,13,13,26,27,3,9,9,11,40,22,10,3,2,0
WENNIBI01 ,1993,Bill,Wennington,CHI,N,7,47,8,3,4,7,4,0,1,1,14,6,3,3,2,0,0
WESLEDA01 ,1993,David,Wesley,NJN,N,3,18,9,0,0,0,3,2,0,4,0,7,3,2,2,4,1
WESTMA01  ,1993,Mark,West,PHO,N,7,69,17,9,11,20,0,0,7,4,19,15,5,10,7,0,0
WHATLEN01 ,1993,Ennis,Whatley,ATL,N,11,113,24,11,3,14,12,7,0,9,18,28,9,8,6,0,0
WILKIGE01 ,1993,Gerald,Wilkins,CLE,N,3,126,61,10,3,13,10,3,0,3,6,45,20,16,14,16,7
WILLIBU01 ,1993,Buck,Williams,POR,N,4,125,51,21,14,35,2,4,2,8,11,28,19,15,13,0,0
WILLIHE01 ,1993,Herb,Williams,NYK,N,19,127,28,10,10,20,3,3,11,7,19,31,13,3,2,0,0
WILLIJA01 ,1993,Jayson,Williams,NJN,N,2,17,1,0,3,3,0,0,0,2,5,3,0,2,1,0,0
WILLIKE01 ,1993,Kevin,Willis,ATL,N,11,362,134,81,38,119,11,8,5,19,37,129,59,21,16,5,0
WILLIKE03 ,1993,Kenny,Williams,IND,N,12,91,20,11,6,17,5,5,3,5,18,25,9,2,2,0,0
WILLIRE01 ,1993,Reggie,Williams,DEN,N,12,405,171,43,18,61,42,9,12,28,53,149,62,35,27,50,20
WILLISC01 ,1993,Scott,Williams,CHI,N,10,151,63,24,15,39,7,7,3,9,23,57,24,21,15,0,0
WORKMHA01 ,1993,Haywoode,Workman,IND,N,16,511,128,40,11,51,112,28,1,38,40,131,45,38,32,21,6
ABDULMA01 ,1994,Mahmo,Abdul-rauf,DEN,N,3,76,40,3,2,5,5,2,0,8,8,33,12,14,14,12,2
ADAMSMI01 ,1994,Michael,Adams,CHA,N,1,11,4,1,0,1,2,0,0,0,0,5,2,0,0,2,0
AINGEDA01 ,1994,Danny,Ainge,PHO,N,10,137,60,8,2,10,10,5,0,6,15,38,19,11,10,26,12
ANDERCA01 ,1994,Cadillac,Anderson,ATL,N,3,39,5,12,1,13,2,2,2,0,9,5,1,4,3,0,0
ANDERNI01 ,1994,Nick,Anderson,ORL,N,21,814,298,79,21,100,65,33,10,30,49,239,107,63,43,107,41
ANDERWI01 ,1994,Willie,Anderson,SAS,N,11,97,20,7,5,12,10,5,0,8,12,20,9,3,2,1,0
ANTHOGR01 ,1994,Greg,Anthony,NYK,N,11,135,47,8,2,10,15,2,2,6,27,38,15,11,10,23,7
ARMSTBJ01 ,1994,B.j.,Armstrong,CHI,N,10,288,103,14,4,18,27,6,0,6,21,79,36,22,18,29,13
ASKEWVI01 ,1994,Vincent,Askew,SEA,N,4,93,30,4,11,15,8,3,0,3,14,29,12,3,2,5,4
AUGMOST01 ,1994,Stacey,Augmon,ATL,N,3,52,21,4,3,7,5,3,0,2,8,14,6,12,9,0,0
AVENTAN01 ,1994,Anthony,Avent,ORL,N,7,40,9,4,4,8,0,0,1,2,11,7,3,4,3,1,0
BARKLCH01 ,1994,Charles,Barkley,PHO,N,10,390,257,95,39,134,32,13,11,25,28,182,91,90,66,35,9
BATTLJO01 ,1994,John,Battle,CLE,N,2,7,4,0,0,0,1,0,0,0,1,3,2,0,0,1,0
BENOIDA01 ,1994,David,Benoit,UTA,N,5,167,59,21,7,28,4,2,4,10,10,45,21,9,6,25,11
BLAYLMO01 ,1994,Mookie,Blaylock,ATL,N,3,121,54,6,7,13,17,4,0,9,6,49,18,11,7,28,11
BLOUNCO01 ,1994,Corie,Blount,CHI,N,8,20,0,4,1,5,0,0,0,1,5,3,0,0,0,1,0
BOGUEMU01 ,1994,Muggsy,Bogues,CHA,N,4,145,34,3,3,6,25,4,0,9,8,45,14,5,5,3,1
BONNEAN01 ,1994,Anthony,Bonner,NYK,N,6,38,15,4,4,8,2,1,1,3,6,11,6,6,3,1,0
BOWIEAN01 ,1994,Anthony,Bowie,ORL,N,17,118,55,8,4,12,18,1,1,8,23,42,21,9,8,7,5
BOWIESA01 ,1994,Sam,Bowie,LAL,N,10,135,21,20,13,33,3,1,9,6,25,30,8,5,5,0,0
BROWNCH01 ,1994,Chucky,Brown,HOU,N,21,326,94,45,20,65,7,9,2,12,46,76,34,37,25,2,1
BROWNDE01 ,1994,Dee,Brown,BOS,N,4,172,75,14,6,20,19,5,1,7,13,62,26,16,14,26,9
BRYANMA01 ,1994,Mark,Bryant,POR,N,2,6,2,1,1,2,0,0,0,0,1,2,1,2,0,0,0
BUECHJU01 ,1994,Jud,Buechler,CHI,N,10,104,20,9,11,20,5,4,3,3,15,21,9,4,2,2,0
CAGEMI01  ,1994,Michael,Cage,CLE,N,4,81,16,10,8,18,3,2,4,1,9,18,8,2,0,1,0
CAMPBEL01 ,1994,Elden,Campbell,LAL,N,10,376,157,47,26,73,16,4,30,15,44,132,64,44,29,0,0
CAMPBTO01 ,1994,Tony,Campbell,CLE,N,4,37,23,1,1,2,1,1,1,3,3,14,6,12,10,2,1
CARRAN01  ,1994,Antoine,Carr,UTA,N,5,114,48,12,3,15,7,3,5,4,26,31,14,24,20,0,0
CASSESA01 ,1994,Sam,Cassell,HOU,N,22,485,243,34,8,42,89,21,2,33,66,169,74,85,71,60,24
CEBALCE01 ,1994,Cedric,Ceballos,LAL,N,10,340,142,50,11,61,18,12,7,21,21,126,48,38,28,50,18
CHAMBTO01 ,1994,Tom,Chambers,UTA,N,5,60,32,10,3,13,2,2,0,3,18,22,11,13,9,3,1
CHILCPE01 ,1994,Pete,Chilcutt,HOU,N,20,323,90,43,15,58,18,7,4,11,39,64,31,17,14,36,14
CHRISDO01 ,1994,Doug,Christie,NYK,N,2,6,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0
COLTEST01 ,1994,Steve,Colter,CLE,N,4,43,12,0,1,1,2,1,0,0,2,10,5,4,2,1,0
CORBITY01 ,1994,Tyrone,Corbin,ATL,N,3,79,34,4,6,10,2,2,1,2,10,26,12,9,8,6,2
CROTTJO01 ,1994,John,Crotty,UTA,N,3,24,7,0,0,0,6,1,0,0,2,3,2,5,3,0,0
CUMMITE01 ,1994,Terry,Cummings,SAS,N,15,135,58,19,12,31,4,5,1,7,25,48,18,30,22,1,0
CURRYDE01 ,1994,Dell,Curry,CHA,N,4,107,51,4,5,9,6,0,0,6,11,34,16,11,10,21,9
DAVISAN01 ,1994,Antonio,Davis,IND,N,17,367,101,59,38,97,7,9,11,23,61,71,32,59,37,0,0
DAVISDA01 ,1994,Dale,Davis,IND,N,17,490,135,83,53,136,6,7,14,22,56,105,56,47,23,0,0
DAVISHU01 ,1994,Hubert,Davis,NYK,N,11,184,46,7,0,7,9,1,5,9,20,48,17,2,2,27,10
DELEBI01  ,1994,Bison,Dele,DEN,N,3,44,24,13,5,18,2,0,1,10,15,18,10,4,4,0,0
DELNEVI01 ,1994,Vinny,Del Negro,SAS,N,15,382,131,28,4,32,37,8,2,16,23,118,51,24,20,20,9
DIVACVL01 ,1994,Vlade,Divac,LAL,N,10,388,156,51,34,85,31,8,13,28,44,122,57,62,40,9,2
DONALJA01 ,1994,James,Donaldson,UTA,N,5,76,14,6,3,9,0,0,3,2,8,6,5,4,4,0,0
DOUGLSH01 ,1994,Sherman,Douglas,BOS,N,4,168,60,16,4,20,33,4,1,17,12,68,24,11,8,12,4
DREILGR01 ,1994,Greg,Dreiling,CLE,N,1,7,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0
DREXLCL01 ,1994,Clyde,Drexler,HOU,N,22,849,450,109,45,154,111,33,15,45,68,322,155,140,110,99,30
DUDLECH02 ,1994,Chris,Dudley,POR,N,3,59,7,9,6,15,1,0,1,3,8,3,2,8,3,0,0
EARLAC01  ,1994,Acie,Earl,BOS,N,1,10,2,1,1,2,0,0,1,0,4,3,1,2,0,0,0
EDWARBL01 ,1994,Blue,Edwards,UTA,N,4,33,9,5,1,6,3,2,0,3,3,12,4,0,0,1,1
